Residence State,Five-Year Age Groups,Five-Year Age Groups Code,MMWR Week Code,Deaths
Kansas,55-59 years,55-59,2024/30,21
Kansas,55-59 years,55-59,2024/31,21
Kansas,55-59 years,55-59,2024/32,22
Kansas,55-59 years,55-59,2024/33,15
Kansas,55-59 years,55-59,2024/34,15
Kansas,55-59 years,55-59,2024/35,27
Kansas,55-59 years,55-59,2024/36,22
Kansas,55-59 years,55-59,2024/37,23
Kansas,55-59 years,55-59,2024/38,25
Kansas,55-59 years,55-59,2024/39,32
Kansas,55-59 years,55-59,2024/40,19
Kansas,55-59 years,55-59,2024/41,28
Kansas,55-59 years,55-59,2024/42,19
Kansas,55-59 years,55-59,2024/43,17
Kansas,55-59 years,55-59,2024/44,31
Kansas,55-59 years,55-59,2024/45,22
Kansas,55-59 years,55-59,2024/46,23
Kansas,55-59 years,55-59,2024/47,19
Kansas,55-59 years,55-59,2024/48,15
Kansas,55-59 years,55-59,2024/49,13
Kansas,60-64 years ,60-64,2024/01,45
Kansas,60-64 years ,60-64,2024/02,37
Kansas,60-64 years ,60-64,2024/03,46
Kansas,60-64 years ,60-64,2024/04,46
Kansas,60-64 years ,60-64,2024/05,49
Kansas,60-64 years ,60-64,2024/06,39
Kansas,60-64 years ,60-64,2024/07,42
Kansas,60-64 years ,60-64,2024/08,53
Kansas,60-64 years ,60-64,2024/09,42
Kansas,60-64 years ,60-64,2024/10,31
Kansas,60-64 years ,60-64,2024/11,48
Kansas,60-64 years ,60-64,2024/12,48
Kansas,60-64 years ,60-64,2024/13,30
Kansas,60-64 years ,60-64,2024/14,39
Kansas,60-64 years ,60-64,2024/15,43
Kansas,60-64 years ,60-64,2024/16,36
Kansas,60-64 years ,60-64,2024/17,40
Kansas,60-64 years ,60-64,2024/18,50
Kansas,60-64 years ,60-64,2024/19,38
Kansas,60-64 years ,60-64,2024/20,34
Kansas,60-64 years ,60-64,2024/21,47
Kansas,60-64 years ,60-64,2024/22,31
Kansas,60-64 years ,60-64,2024/23,49
Kansas,60-64 years ,60-64,2024/24,37
Kansas,60-64 years ,60-64,2024/25,31
Kansas,60-64 years ,60-64,2024/26,48
Kansas,60-64 years ,60-64,2024/27,46
Kansas,60-64 years ,60-64,2024/28,30
Kansas,60-64 years ,60-64,2024/29,32
Kansas,60-64 years ,60-64,2024/30,29
Kansas,60-64 years ,60-64,2024/31,37
Kansas,60-64 years ,60-64,2024/32,28
Kansas,60-64 years ,60-64,2024/33,37
Kansas,60-64 years ,60-64,2024/34,32
Kansas,60-64 years ,60-64,2024/35,28
Kansas,60-64 years ,60-64,2024/36,32
Kansas,60-64 years ,60-64,2024/37,40
Kansas,60-64 years ,60-64,2024/38,25
Kansas,60-64 years ,60-64,2024/39,36
Kansas,60-64 years ,60-64,2024/40,41
Kansas,60-64 years ,60-64,2024/41,37
Kansas,60-64 years ,60-64,2024/42,43
Kansas,60-64 years ,60-64,2024/43,32
Kansas,60-64 years ,60-64,2024/44,36
Kansas,60-64 years ,60-64,2024/45,46
Kansas,60-64 years ,60-64,2024/46,32
Kansas,60-64 years ,60-64,2024/47,44
Kansas,60-64 years ,60-64,2024/48,33
Kansas,60-64 years ,60-64,2024/49,39
Kansas,60-64 years ,60-64,2024/50,29
Kansas,65-69 years,65-69,2024/01,58
Kansas,65-69 years,65-69,2024/02,61
Kansas,65-69 years,65-69,2024/03,60
Kansas,65-69 years,65-69,2024/04,48
Kansas,65-69 years,65-69,2024/05,63
Kansas,65-69 years,65-69,2024/06,56
Kansas,65-69 years,65-69,2024/07,66
Kansas,65-69 years,65-69,2024/08,41
Kansas,65-69 years,65-69,2024/09,67
Kansas,65-69 years,65-69,2024/10,64
Kansas,65-69 years,65-69,2024/11,54
Kansas,65-69 years,65-69,2024/12,50
Kansas,65-69 years,65-69,2024/13,60
Kansas,65-69 years,65-69,2024/14,56
Kansas,65-69 years,65-69,2024/15,46
Kansas,65-69 years,65-69,2024/16,53
Kansas,65-69 years,65-69,2024/17,42
Kansas,65-69 years,65-69,2024/18,67
Kansas,65-69 years,65-69,2024/19,36
Kansas,65-69 years,65-69,2024/20,41
Kansas,65-69 years,65-69,2024/21,51
Kansas,65-69 years,65-69,2024/22,53
Kansas,65-69 years,65-69,2024/23,60
Kansas,65-69 years,65-69,2024/24,41
Kansas,65-69 years,65-69,2024/25,45
Kansas,65-69 years,65-69,2024/26,41
Kansas,65-69 years,65-69,2024/27,39
Kansas,65-69 years,65-69,2024/28,58
Kansas,65-69 years,65-69,2024/29,64
Kansas,65-69 years,65-69,2024/30,43
Kansas,65-69 years,65-69,2024/31,54
Kansas,65-69 years,65-69,2024/32,54
Kansas,65-69 years,65-69,2024/33,44
Kansas,65-69 years,65-69,2024/34,51
Kansas,65-69 years,65-69,2024/35,58
Kansas,65-69 years,65-69,2024/36,36
Kansas,65-69 years,65-69,2024/37,60
Kansas,65-69 years,65-69,2024/38,56
Kansas,65-69 years,65-69,2024/39,46
Kansas,65-69 years,65-69,2024/40,53
Kansas,65-69 years,65-69,2024/41,53
Kansas,65-69 years,65-69,2024/42,65
Kansas,65-69 years,65-69,2024/43,65
Kansas,65-69 years,65-69,2024/44,45
Kansas,65-69 years,65-69,2024/45,43
Kansas,65-69 years,65-69,2024/46,56
Kansas,65-69 years,65-69,2024/47,48
Kansas,65-69 years,65-69,2024/48,43
Kansas,65-69 years,65-69,2024/49,38
Kansas,65-69 years,65-69,2024/50,29
Kansas,70-74 years,70-74,2024/01,70
Kansas,70-74 years,70-74,2024/02,75
Kansas,70-74 years,70-74,2024/03,82
Kansas,70-74 years,70-74,2024/04,74
Kansas,70-74 years,70-74,2024/05,69
Kansas,70-74 years,70-74,2024/06,68
Kansas,70-74 years,70-74,2024/07,64
Kansas,70-74 years,70-74,2024/08,70
Kansas,70-74 years,70-74,2024/09,65
Kansas,70-74 years,70-74,2024/10,70
Kansas,70-74 years,70-74,2024/11,75
Kansas,70-74 years,70-74,2024/12,72
Kansas,70-74 years,70-74,2024/13,72
Kansas,70-74 years,70-74,2024/14,54
Kansas,70-74 years,70-74,2024/15,60
Kansas,70-74 years,70-74,2024/16,57
Kansas,70-74 years,70-74,2024/17,54
Kansas,70-74 years,70-74,2024/18,56
Kansas,70-74 years,70-74,2024/19,54
Kansas,70-74 years,70-74,2024/20,56
Kansas,70-74 years,70-74,2024/21,59
Kansas,70-74 years,70-74,2024/22,55
Kansas,70-74 years,70-74,2024/23,56
Kansas,70-74 years,70-74,2024/24,59
Kansas,70-74 years,70-74,2024/25,55
Kansas,70-74 years,70-74,2024/26,61
Kansas,70-74 years,70-74,2024/27,60
Kansas,70-74 years,70-74,2024/28,41
Kansas,70-74 years,70-74,2024/29,53
Kansas,70-74 years,70-74,2024/30,73
Kansas,70-74 years,70-74,2024/31,57
Kansas,70-74 years,70-74,2024/32,50
Kansas,70-74 years,70-74,2024/33,59
Kansas,70-74 years,70-74,2024/34,55
Kansas,70-74 years,70-74,2024/35,47
Kansas,70-74 years,70-74,2024/36,51
Kansas,70-74 years,70-74,2024/37,57
Kansas,70-74 years,70-74,2024/38,59
Kansas,70-74 years,70-74,2024/39,57
Kansas,70-74 years,70-74,2024/40,65
Kansas,70-74 years,70-74,2024/41,73
Kansas,70-74 years,70-74,2024/42,56
Kansas,70-74 years,70-74,2024/43,57
Kansas,70-74 years,70-74,2024/44,64
Kansas,70-74 years,70-74,2024/45,84
Kansas,70-74 years,70-74,2024/46,49
Kansas,70-74 years,70-74,2024/47,67
Kansas,70-74 years,70-74,2024/48,46
Kansas,70-74 years,70-74,2024/49,59
Kansas,70-74 years,70-74,2024/50,63
Kansas,75-79 years,75-79,2024/01,80
Kansas,75-79 years,75-79,2024/02,73
Kansas,75-79 years,75-79,2024/03,102
Kansas,75-79 years,75-79,2024/04,82
Kansas,75-79 years,75-79,2024/05,82
Kansas,75-79 years,75-79,2024/06,59
Kansas,75-79 years,75-79,2024/07,69
Kansas,75-79 years,75-79,2024/08,84
Kansas,75-79 years,75-79,2024/09,83
Kansas,75-79 years,75-79,2024/10,62
Kansas,75-79 years,75-79,2024/11,74
Kansas,75-79 years,75-79,2024/12,74
Kansas,75-79 years,75-79,2024/13,89
Kansas,75-79 years,75-79,2024/14,82
Kansas,75-79 years,75-79,2024/15,68
Kansas,75-79 years,75-79,2024/16,75
Kansas,75-79 years,75-79,2024/17,62
Kansas,75-79 years,75-79,2024/18,64
Kansas,75-79 years,75-79,2024/19,65
Kansas,75-79 years,75-79,2024/20,77
Kansas,75-79 years,75-79,2024/21,72
Kansas,75-79 years,75-79,2024/22,68
Kansas,75-79 years,75-79,2024/23,80
Kansas,75-79 years,75-79,2024/24,73
Kansas,75-79 years,75-79,2024/25,49
Kansas,75-79 years,75-79,2024/26,63
Kansas,75-79 years,75-79,2024/27,73
Kansas,75-79 years,75-79,2024/28,65
Kansas,75-79 years,75-79,2024/29,74
Kansas,75-79 years,75-79,2024/30,59
Kansas,75-79 years,75-79,2024/31,60
Kansas,75-79 years,75-79,2024/32,68
Kansas,75-79 years,75-79,2024/33,65
Kansas,75-79 years,75-79,2024/34,72
Kansas,75-79 years,75-79,2024/35,65
Kansas,75-79 years,75-79,2024/36,74
Kansas,75-79 years,75-79,2024/37,83
Kansas,75-79 years,75-79,2024/38,68
Kansas,75-79 years,75-79,2024/39,71
Kansas,75-79 years,75-79,2024/40,58
Kansas,75-79 years,75-79,2024/41,77
Kansas,75-79 years,75-79,2024/42,71
Kansas,75-79 years,75-79,2024/43,75
Kansas,75-79 years,75-79,2024/44,86
Kansas,75-79 years,75-79,2024/45,68
Kansas,75-79 years,75-79,2024/46,75
Kansas,75-79 years,75-79,2024/47,54
Kansas,75-79 years,75-79,2024/48,51
Kansas,75-79 years,75-79,2024/49,62
Kansas,75-79 years,75-79,2024/50,61
Kansas,80-84 years,80-84,2024/01,86
Kansas,80-84 years,80-84,2024/02,77
Kansas,80-84 years,80-84,2024/03,84
Kansas,80-84 years,80-84,2024/04,70
Kansas,80-84 years,80-84,2024/05,98
Kansas,80-84 years,80-84,2024/06,78
Kansas,80-84 years,80-84,2024/07,82
Kansas,80-84 years,80-84,2024/08,98
Kansas,80-84 years,80-84,2024/09,69
Kansas,80-84 years,80-84,2024/10,87
Kansas,80-84 years,80-84,2024/11,78
Kansas,80-84 years,80-84,2024/12,71
Kansas,80-84 years,80-84,2024/13,81
Kansas,80-84 years,80-84,2024/14,79
Kansas,80-84 years,80-84,2024/15,61
Kansas,80-84 years,80-84,2024/16,65
Kansas,80-84 years,80-84,2024/17,79
Kansas,80-84 years,80-84,2024/18,65
Kansas,80-84 years,80-84,2024/19,62
Kansas,80-84 years,80-84,2024/20,66
Kansas,80-84 years,80-84,2024/21,76
Kansas,80-84 years,80-84,2024/22,76
Kansas,80-84 years,80-84,2024/23,78
Kansas,80-84 years,80-84,2024/24,69
Kansas,80-84 years,80-84,2024/25,69
Kansas,80-84 years,80-84,2024/26,79
Kansas,80-84 years,80-84,2024/27,84
Kansas,80-84 years,80-84,2024/28,71
Kansas,80-84 years,80-84,2024/29,74
Kansas,80-84 years,80-84,2024/30,84
Kansas,80-84 years,80-84,2024/31,75
Kansas,80-84 years,80-84,2024/32,86
Kansas,80-84 years,80-84,2024/33,78
Kansas,80-84 years,80-84,2024/34,67
Kansas,80-84 years,80-84,2024/35,80
Kansas,80-84 years,80-84,2024/36,72
Kansas,80-84 years,80-84,2024/37,77
Kansas,80-84 years,80-84,2024/38,65
Kansas,80-84 years,80-84,2024/39,70
Kansas,80-84 years,80-84,2024/40,82
Kansas,80-84 years,80-84,2024/41,78
Kansas,80-84 years,80-84,2024/42,77
Kansas,80-84 years,80-84,2024/43,58
Kansas,80-84 years,80-84,2024/44,80
Kansas,80-84 years,80-84,2024/45,77
Kansas,80-84 years,80-84,2024/46,72
Kansas,80-84 years,80-84,2024/47,74
Kansas,80-84 years,80-84,2024/48,65
Kansas,80-84 years,80-84,2024/49,67
Kansas,80-84 years,80-84,2024/50,51
Kansas,85-89 years,85-89,2024/01,86
Kansas,85-89 years,85-89,2024/02,90
Kansas,85-89 years,85-89,2024/03,74
Kansas,85-89 years,85-89,2024/04,77
Kansas,85-89 years,85-89,2024/05,87
Kansas,85-89 years,85-89,2024/06,57
Kansas,85-89 years,85-89,2024/07,71
Kansas,85-89 years,85-89,2024/08,81
Kansas,85-89 years,85-89,2024/09,79
Kansas,85-89 years,85-89,2024/10,79
Kansas,85-89 years,85-89,2024/11,72
Kansas,85-89 years,85-89,2024/12,70
Kansas,85-89 years,85-89,2024/13,83
Kansas,85-89 years,85-89,2024/14,64
Kansas,85-89 years,85-89,2024/15,69
Kansas,85-89 years,85-89,2024/16,64
Kansas,85-89 years,85-89,2024/17,86
Kansas,85-89 years,85-89,2024/18,56
Kansas,85-89 years,85-89,2024/19,60
Kansas,85-89 years,85-89,2024/20,62
Kansas,85-89 years,85-89,2024/21,54
Kansas,85-89 years,85-89,2024/22,74
Kansas,85-89 years,85-89,2024/23,80
Kansas,85-89 years,85-89,2024/24,68
Kansas,85-89 years,85-89,2024/25,64
Kansas,85-89 years,85-89,2024/26,65
Kansas,85-89 years,85-89,2024/27,80
Kansas,85-89 years,85-89,2024/28,68
Kansas,85-89 years,85-89,2024/29,71
Kansas,85-89 years,85-89,2024/30,65
Kansas,85-89 years,85-89,2024/31,60
Kansas,85-89 years,85-89,2024/32,69
Kansas,85-89 years,85-89,2024/33,74
Kansas,85-89 years,85-89,2024/34,65
Kansas,85-89 years,85-89,2024/35,69
Kansas,85-89 years,85-89,2024/36,67
Kansas,85-89 years,85-89,2024/37,65
Kansas,85-89 years,85-89,2024/38,81
Kansas,85-89 years,85-89,2024/39,69
Kansas,85-89 years,85-89,2024/40,65
Kansas,85-89 years,85-89,2024/41,71
Kansas,85-89 years,85-89,2024/42,64
Kansas,85-89 years,85-89,2024/43,63
Kansas,85-89 years,85-89,2024/44,86
Kansas,85-89 years,85-89,2024/45,76
Kansas,85-89 years,85-89,2024/46,72
Kansas,85-89 years,85-89,2024/47,70
Kansas,85-89 years,85-89,2024/48,59
Kansas,85-89 years,85-89,2024/49,75
Kansas,85-89 years,85-89,2024/50,55
Kansas,90-94 years,90-94,2024/01,55
Kansas,90-94 years,90-94,2024/02,70
Kansas,90-94 years,90-94,2024/03,82
Kansas,90-94 years,90-94,2024/04,80
Kansas,90-94 years,90-94,2024/05,67
Kansas,90-94 years,90-94,2024/06,58
Kansas,90-94 years,90-94,2024/07,65
Kansas,90-94 years,90-94,2024/08,68
Kansas,90-94 years,90-94,2024/09,68
Kansas,90-94 years,90-94,2024/10,48
Kansas,90-94 years,90-94,2024/11,52
Kansas,90-94 years,90-94,2024/12,51
Kansas,90-94 years,90-94,2024/13,71
Kansas,90-94 years,90-94,2024/14,64
Kansas,90-94 years,90-94,2024/15,56
Kansas,90-94 years,90-94,2024/16,60
Kansas,90-94 years,90-94,2024/17,64
Kansas,90-94 years,90-94,2024/18,58
Kansas,90-94 years,90-94,2024/19,54
Kansas,90-94 years,90-94,2024/20,59
Kansas,90-94 years,90-94,2024/21,55
Kansas,90-94 years,90-94,2024/22,72
Kansas,90-94 years,90-94,2024/23,59
Kansas,90-94 years,90-94,2024/24,59
Kansas,90-94 years,90-94,2024/25,60
Kansas,90-94 years,90-94,2024/26,63
Kansas,90-94 years,90-94,2024/27,48
Kansas,90-94 years,90-94,2024/28,64
Kansas,90-94 years,90-94,2024/29,55
Kansas,90-94 years,90-94,2024/30,58
Kansas,90-94 years,90-94,2024/31,54
Kansas,90-94 years,90-94,2024/32,55
Kansas,90-94 years,90-94,2024/33,70
Kansas,90-94 years,90-94,2024/34,52
Kansas,90-94 years,90-94,2024/35,60
Kansas,90-94 years,90-94,2024/36,60
Kansas,90-94 years,90-94,2024/37,53
Kansas,90-94 years,90-94,2024/38,62
Kansas,90-94 years,90-94,2024/39,56
Kansas,90-94 years,90-94,2024/40,58
Kansas,90-94 years,90-94,2024/41,58
Kansas,90-94 years,90-94,2024/42,63
Kansas,90-94 years,90-94,2024/43,66
Kansas,90-94 years,90-94,2024/44,60
Kansas,90-94 years,90-94,2024/45,53
Kansas,90-94 years,90-94,2024/46,71
Kansas,90-94 years,90-94,2024/47,54
Kansas,90-94 years,90-94,2024/48,62
Kansas,90-94 years,90-94,2024/49,74
Kansas,90-94 years,90-94,2024/50,52
Kansas,95-99 years,95-99,2024/01,33
Kansas,95-99 years,95-99,2024/02,33
Kansas,95-99 years,95-99,2024/03,27
Kansas,95-99 years,95-99,2024/04,37
Kansas,95-99 years,95-99,2024/05,37
Kansas,95-99 years,95-99,2024/06,39
Kansas,95-99 years,95-99,2024/07,33
Kansas,95-99 years,95-99,2024/08,40
Kansas,95-99 years,95-99,2024/09,30
Kansas,95-99 years,95-99,2024/10,31
Kansas,95-99 years,95-99,2024/11,42
Kansas,95-99 years,95-99,2024/12,30
Kansas,95-99 years,95-99,2024/13,27
Kansas,95-99 years,95-99,2024/14,26
Kansas,95-99 years,95-99,2024/15,21
Kansas,95-99 years,95-99,2024/16,27
Kansas,95-99 years,95-99,2024/17,32
Kansas,95-99 years,95-99,2024/18,35
Kansas,95-99 years,95-99,2024/19,28
Kansas,95-99 years,95-99,2024/20,29
Kansas,95-99 years,95-99,2024/21,26
Kansas,95-99 years,95-99,2024/22,21
Kansas,95-99 years,95-99,2024/23,31
Kansas,95-99 years,95-99,2024/24,29
Kansas,95-99 years,95-99,2024/25,34
Kansas,95-99 years,95-99,2024/26,23
Kansas,95-99 years,95-99,2024/27,27
Kansas,95-99 years,95-99,2024/28,24
Kansas,95-99 years,95-99,2024/29,29
Kansas,95-99 years,95-99,2024/30,18
Kansas,95-99 years,95-99,2024/31,28
Kansas,95-99 years,95-99,2024/32,27
Kansas,95-99 years,95-99,2024/33,32
Kansas,95-99 years,95-99,2024/34,26
Kansas,95-99 years,95-99,2024/35,30
Kansas,95-99 years,95-99,2024/36,30
Kansas,95-99 years,95-99,2024/37,35
Kansas,95-99 years,95-99,2024/38,30
Kansas,95-99 years,95-99,2024/39,19
Kansas,95-99 years,95-99,2024/40,28
Kansas,95-99 years,95-99,2024/41,32
Kansas,95-99 years,95-99,2024/42,30
Kansas,95-99 years,95-99,2024/43,29
Kansas,95-99 years,95-99,2024/44,24
Kansas,95-99 years,95-99,2024/45,23
Kansas,95-99 years,95-99,2024/46,33
Kansas,95-99 years,95-99,2024/47,32
Kansas,95-99 years,95-99,2024/48,26
Kansas,95-99 years,95-99,2024/49,25
Kansas,95-99 years,95-99,2024/50,29
Kansas,100+ years,100+,2024/05,11
Kansas,100+ years,100+,2024/13,11
Kansas,100+ years,100+,2024/15,10
Kansas,100+ years,100+,2024/38,10
Kansas,100+ years,100+,2024/39,11
Kansas,100+ years,100+,2024/47,10
Kentucky,< 1 year,1,2024/06,10
Kentucky,< 1 year,1,2024/10,10
Kentucky,< 1 year,1,2024/11,10
Kentucky,25-29 years,25-29,2024/16,10
Kentucky,25-29 years,25-29,2024/19,13
Kentucky,25-29 years,25-29,2024/39,11
Kentucky,30-34 years,30-34,2024/01,10
Kentucky,30-34 years,30-34,2024/02,11
Kentucky,30-34 years,30-34,2024/03,14
Kentucky,30-34 years,30-34,2024/05,13
Kentucky,30-34 years,30-34,2024/09,12
Kentucky,30-34 years,30-34,2024/10,10
Kentucky,30-34 years,30-34,2024/12,14
Kentucky,30-34 years,30-34,2024/15,14
Kentucky,30-34 years,30-34,2024/16,13
Kentucky,30-34 years,30-34,2024/17,18
Kentucky,30-34 years,30-34,2024/19,13
Kentucky,30-34 years,30-34,2024/20,16
Kentucky,30-34 years,30-34,2024/21,14
Kentucky,30-34 years,30-34,2024/22,10
Kentucky,30-34 years,30-34,2024/24,12
Kentucky,30-34 years,30-34,2024/27,13
Kentucky,30-34 years,30-34,2024/28,14
Kentucky,30-34 years,30-34,2024/29,12
Kentucky,30-34 years,30-34,2024/30,10
Kentucky,30-34 years,30-34,2024/32,13
Kentucky,30-34 years,30-34,2024/33,18
Kentucky,30-34 years,30-34,2024/34,10
Kentucky,30-34 years,30-34,2024/35,11
Kentucky,30-34 years,30-34,2024/37,12
Kentucky,30-34 years,30-34,2024/39,10
Kentucky,30-34 years,30-34,2024/40,14
Kentucky,30-34 years,30-34,2024/42,11
Kentucky,35-39 years,35-39,2024/01,16
Kentucky,35-39 years,35-39,2024/03,19
Kentucky,35-39 years,35-39,2024/04,13
Kentucky,35-39 years,35-39,2024/05,14
Kentucky,35-39 years,35-39,2024/06,14
Kentucky,35-39 years,35-39,2024/07,15
Kentucky,35-39 years,35-39,2024/08,11
Kentucky,35-39 years,35-39,2024/09,15
Kentucky,35-39 years,35-39,2024/10,17
Kentucky,35-39 years,35-39,2024/11,17
Kentucky,35-39 years,35-39,2024/12,19
Kentucky,35-39 years,35-39,2024/13,10
Kentucky,35-39 years,35-39,2024/14,13
Kentucky,35-39 years,35-39,2024/15,19
Kentucky,35-39 years,35-39,2024/16,16
Kentucky,35-39 years,35-39,2024/17,19
Kentucky,35-39 years,35-39,2024/18,16
Kentucky,35-39 years,35-39,2024/19,11
Kentucky,35-39 years,35-39,2024/20,11
Kentucky,35-39 years,35-39,2024/21,12
Kentucky,35-39 years,35-39,2024/22,13
Kentucky,35-39 years,35-39,2024/23,15
Kentucky,35-39 years,35-39,2024/24,13
Kentucky,35-39 years,35-39,2024/25,11
Kentucky,35-39 years,35-39,2024/26,18
Kentucky,35-39 years,35-39,2024/27,15
Kentucky,35-39 years,35-39,2024/28,25
Kentucky,35-39 years,35-39,2024/30,16
Kentucky,35-39 years,35-39,2024/31,14
Kentucky,35-39 years,35-39,2024/32,15
Kentucky,35-39 years,35-39,2024/34,14
Kentucky,35-39 years,35-39,2024/35,12
Kentucky,35-39 years,35-39,2024/36,14
Kentucky,35-39 years,35-39,2024/37,12
Kentucky,35-39 years,35-39,2024/40,10
Kentucky,35-39 years,35-39,2024/41,17
Kentucky,35-39 years,35-39,2024/42,15
Kentucky,35-39 years,35-39,2024/44,10
Kentucky,35-39 years,35-39,2024/45,12
Kentucky,35-39 years,35-39,2024/46,12
Kentucky,40-44 years,40-44,2024/01,17
Kentucky,40-44 years,40-44,2024/02,25
Kentucky,40-44 years,40-44,2024/03,25
Kentucky,40-44 years,40-44,2024/04,17
Kentucky,40-44 years,40-44,2024/05,24
Kentucky,40-44 years,40-44,2024/06,27
Kentucky,40-44 years,40-44,2024/07,14
Kentucky,40-44 years,40-44,2024/08,25
Kentucky,40-44 years,40-44,2024/09,21
Kentucky,40-44 years,40-44,2024/10,21
Kentucky,40-44 years,40-44,2024/11,17
Kentucky,40-44 years,40-44,2024/12,15
Kentucky,40-44 years,40-44,2024/13,24
Kentucky,40-44 years,40-44,2024/14,22
Kentucky,40-44 years,40-44,2024/15,27
Kentucky,40-44 years,40-44,2024/16,17
Kentucky,40-44 years,40-44,2024/17,18
Kentucky,40-44 years,40-44,2024/18,17
Kentucky,40-44 years,40-44,2024/19,19
Kentucky,40-44 years,40-44,2024/20,15
Kentucky,40-44 years,40-44,2024/21,23
Kentucky,40-44 years,40-44,2024/22,17
Kentucky,40-44 years,40-44,2024/23,19
Kentucky,40-44 years,40-44,2024/24,19
Kentucky,40-44 years,40-44,2024/25,20
Kentucky,40-44 years,40-44,2024/26,17
Kentucky,40-44 years,40-44,2024/27,22
Kentucky,40-44 years,40-44,2024/28,20
Kentucky,40-44 years,40-44,2024/29,19
Kentucky,40-44 years,40-44,2024/30,21
Kentucky,40-44 years,40-44,2024/31,16
Kentucky,40-44 years,40-44,2024/32,28
Kentucky,40-44 years,40-44,2024/33,20
Kentucky,40-44 years,40-44,2024/34,24
Kentucky,40-44 years,40-44,2024/35,16
Kentucky,40-44 years,40-44,2024/36,18
Kentucky,40-44 years,40-44,2024/37,15
Kentucky,40-44 years,40-44,2024/38,20
Kentucky,40-44 years,40-44,2024/39,10
Kentucky,40-44 years,40-44,2024/40,24
Kentucky,40-44 years,40-44,2024/41,13
Kentucky,40-44 years,40-44,2024/42,22
Kentucky,40-44 years,40-44,2024/43,10
Kentucky,40-44 years,40-44,2024/44,13
Kentucky,40-44 years,40-44,2024/45,16
Kentucky,40-44 years,40-44,2024/47,12
Kentucky,40-44 years,40-44,2024/48,12
Kentucky,45-49 years,45-49,2024/01,19
Kentucky,45-49 years,45-49,2024/02,40
Kentucky,45-49 years,45-49,2024/03,27
Kentucky,45-49 years,45-49,2024/04,23
Kentucky,45-49 years,45-49,2024/05,21
Kentucky,45-49 years,45-49,2024/06,28
Kentucky,45-49 years,45-49,2024/07,30
Kentucky,45-49 years,45-49,2024/08,22
Kentucky,45-49 years,45-49,2024/09,31
Kentucky,45-49 years,45-49,2024/10,30
Kentucky,45-49 years,45-49,2024/11,23
Kentucky,45-49 years,45-49,2024/12,20
Kentucky,45-49 years,45-49,2024/13,21
Kentucky,45-49 years,45-49,2024/14,34
Kentucky,45-49 years,45-49,2024/15,29
Kentucky,45-49 years,45-49,2024/16,15
Kentucky,45-49 years,45-49,2024/17,28
Kentucky,45-49 years,45-49,2024/18,27
Kentucky,45-49 years,45-49,2024/19,22
Kentucky,45-49 years,45-49,2024/20,30
Kentucky,45-49 years,45-49,2024/21,27
Kentucky,45-49 years,45-49,2024/22,22
Kentucky,45-49 years,45-49,2024/23,28
Kentucky,45-49 years,45-49,2024/24,17
Kentucky,45-49 years,45-49,2024/25,20
Kentucky,45-49 years,45-49,2024/26,19
Kentucky,45-49 years,45-49,2024/27,35
Kentucky,45-49 years,45-49,2024/28,28
Kentucky,45-49 years,45-49,2024/29,22
Kentucky,45-49 years,45-49,2024/30,20
Kentucky,45-49 years,45-49,2024/31,24
Kentucky,45-49 years,45-49,2024/32,21
Kentucky,45-49 years,45-49,2024/33,27
Kentucky,45-49 years,45-49,2024/34,26
Kentucky,45-49 years,45-49,2024/35,24
Kentucky,45-49 years,45-49,2024/36,23
Kentucky,45-49 years,45-49,2024/37,30
Kentucky,45-49 years,45-49,2024/38,21
Kentucky,45-49 years,45-49,2024/39,25
Kentucky,45-49 years,45-49,2024/40,24
Kentucky,45-49 years,45-49,2024/41,21
Kentucky,45-49 years,45-49,2024/42,25
Kentucky,45-49 years,45-49,2024/43,24
Kentucky,45-49 years,45-49,2024/44,25
Kentucky,45-49 years,45-49,2024/45,17
Kentucky,45-49 years,45-49,2024/46,22
Kentucky,45-49 years,45-49,2024/47,15
Kentucky,45-49 years,45-49,2024/48,12
Kentucky,45-49 years,45-49,2024/49,14
Kentucky,50-54 years,50-54,2024/01,44
Kentucky,50-54 years,50-54,2024/02,51
Kentucky,50-54 years,50-54,2024/03,30
Kentucky,50-54 years,50-54,2024/04,52
Kentucky,50-54 years,50-54,2024/05,36
Kentucky,50-54 years,50-54,2024/06,35
Kentucky,50-54 years,50-54,2024/07,42
Kentucky,50-54 years,50-54,2024/08,31
Kentucky,50-54 years,50-54,2024/09,33
Kentucky,50-54 years,50-54,2024/10,26
Kentucky,50-54 years,50-54,2024/11,42
Kentucky,50-54 years,50-54,2024/12,38
Kentucky,50-54 years,50-54,2024/13,36
Kentucky,50-54 years,50-54,2024/14,42
Kentucky,50-54 years,50-54,2024/15,32
Kentucky,50-54 years,50-54,2024/16,33
Kentucky,50-54 years,50-54,2024/17,35
Kentucky,50-54 years,50-54,2024/18,35
Kentucky,50-54 years,50-54,2024/19,37
Kentucky,50-54 years,50-54,2024/20,37
Kentucky,50-54 years,50-54,2024/21,34
Kentucky,50-54 years,50-54,2024/22,37
Kentucky,50-54 years,50-54,2024/23,34
Kentucky,50-54 years,50-54,2024/24,38
Kentucky,50-54 years,50-54,2024/25,28
Kentucky,50-54 years,50-54,2024/26,48
Kentucky,50-54 years,50-54,2024/27,35
Kentucky,50-54 years,50-54,2024/28,37
