Strike ID,Date,Location,Province,Type of attack,Confirmed/possible US attack?,Air operation?,Drone strike,Minimum number of strikes,Maximum number of strikes,Minimum people killed,Maximum people killed,Minimum civilians reported killed,Maximum civilians reported killed,Minimum children reported killed,Maximum children reported killed,Minimum people injured,Maximum people injured,Strike link,
YEM001,03/11/02,Unknown,Marib,Drone strike,Confirmed,1,1,1,1,6,6,0,0,0,0,0,0,YEM001,
YEM002,17/12/2009,Al Majala,Abyan,Cruise missile strike,Confirmed,0,0,1,1,55,58,44,44,21,22,9,9,YEM002,
YEM003,17/12/2009,Arhab,Sanaa,US-Yemen ground operationPossible drone strike,Confirmed,0,0,1,1,0,0,0,0,0,0,0,0,YEM003,
YEM004,24/12/2009,Rafd,Shabwa,AirstrikePossible cruise missile strike,Confirmed,1,0,1,1,30,34,0,0,0,0,0,0,YEM004,
YEM005,12/01/10,Unknown,Shabwa,Yemen ground operationPossible US assistance,Possible,0,0,1,1,1,2,0,0,0,0,0,0,YEM005,
YEM006,15/01/2010,Al Ajashir,Saada,Airstrike,Possible,1,0,1,1,0,6,0,0,0,0,0,0,YEM006,
YEM007,20/01/2010,Erq al Shawan,Marib,Airstrike,Possible,1,0,4,4,2,2,0,0,0,0,0,0,YEM007,
YEM008,31/01/2010,N/A,Across Yemen,US ground operations,Possible,0,0,24,24,0,0,0,0,0,0,0,0,YEM008,
YEM009,14/03/2010,Jeezat al QotnMoudia district,Abyan,Airstrike,Confirmed,1,0,1,1,2,3,0,0,0,0,0,0,YEM009,
YEM010,15/03/2010,Moudia,Abyan,Airstrike,Possible,1,0,1,1,7,20,0,20,0,0,0,0,YEM010,
YEM011,24/05/2010,Unknown,Marib,Airstrike,Confirmed,1,0,1,1,3,4,3,4,0,0,2,3,YEM011,
YEM012,05/05/11,Unknown,Shabwa,Drone strikeAirstrike with US conventional aircraft,Confirmed,1,1,1,1,2,2,0,0,0,0,0,0,YEM012,
YEM013,03/06/11,Zinjibar,Abyan,Drone strike,Confirmed,1,1,1,1,7,7,4,4,0,0,0,0,YEM013,
YEM014,10/06/11,Zinjibar,Abyan,AirstrikePossible drone strike,Possible,1,1,1,1,1,1,0,0,0,0,0,0,YEM014,
YEM015,10/06/11,Raia,Abyan,AirstrikePossible drone strike,Possible,1,1,1,3,2,3,2,3,1,1,0,1,YEM015,
YEM016,18/06/2011,Jaar,Abyan,AirstrikePossible drone strike,Possible,1,1,1,1,0,0,0,0,0,0,6,6,YEM016,
YEM017,14/07/2011,Wadeea districtMudiya,Abyan,Drone strike,Confirmed,1,1,1,1,6,50,30,30,0,0,0,0,YEM017,
YEM018,14/07/2011,Unknown,Abyan,Drone strike,Possible,1,1,1,1,0,0,0,0,0,0,0,0,YEM018,
YEM019,27/07/2011,KaradeefZinjibar,Abyan,AirstrikePossible drone strike,Possible,1,1,1,1,5,5,0,0,0,0,0,0,YEM019,
YEM020,01/08/11,Al Khamila,Abyan,Drone strikePossible Yemen Air Force airstrike,Confirmed,1,1,2,4,13,16,0,0,0,0,12,17,YEM020,
YEM021,24/08/2011,Zinjibar,Abyan,Airstrike,Possible,1,0,1,1,30,30,0,0,0,0,40,40,YEM021,
YEM022,24/08/2011,Arkoub,Abyan,AirstrikePossible drone strike,Possible,1,1,1,1,6,6,0,0,0,0,0,0,YEM022,
YEM023,25/08/2011,Wadi Hassan,Abyan,Airstrike,Possible,1,0,1,1,8,8,0,0,0,0,3,3,YEM023,
YEM024,31/08/2011,Unknown,Abyan,Airstrike,Confirmed,1,0,2,2,30,30,0,0,0,0,0,0,YEM024,
YEM025,05/09/11,Jaar,Abyan,Airstrike,Possible,1,0,1,1,3,7,3,7,0,0,4,4,YEM025,
YEM026,05/09/11,Jaar,Abyan,Airstrike,Possible,1,0,2,2,9,11,1,1,1,1,2,2,YEM026,
YEM027,07/09/11,Mahfed,Abyan,Drone strike,Confirmed,1,1,2,3,3,10,0,0,0,0,2,24,YEM027,
YEM028,21/09/2011,Mahfed,Abyan,Drone strike,Confirmed,1,1,1,1,4,4,0,0,0,0,0,0,YEM028,
YEM029,21/09/2011,Shaqra,Abyan,Airstrike,Possible,1,0,1,1,6,7,0,0,0,0,3,3,YEM029,
YEM030,30/09/2011,Unknown,Jawf,Drone strike,Confirmed,1,1,1,1,4,4,0,0,0,0,0,0,YEM030,
YEM031,05/10/11,Al Arqoub,Abyan,AirstrikePossible drone strike,Possible,1,1,1,1,5,5,0,0,0,0,7,7,YEM031,
YEM032,14/10/2011,Azzan,Shabwa,Drone strike,Confirmed,1,1,1,1,0,0,0,0,0,0,0,0,YEM032,
YEM033,14/10/2011,Azzan,Shabwa,Drone strike,Confirmed,1,1,1,1,7,9,2,2,2,2,0,0,YEM033,
YEM034,14/10/2011,Unknown,Southern Yemen,AirstrikePossible drone strike,Possible,1,1,1,1,15,17,0,0,0,0,0,0,YEM034,
YEM035,14/10/2011,Azzan,Shabwa,AirstrikePossible drone strike,Possible,1,1,1,1,2,2,1,2,1,1,0,0,YEM035,
YEM036,22/12/2011,Zinjibar,Abyan,AirstrikePossible drone strike,Possible,1,1,1,1,1,1,0,0,0,0,0,0,YEM036,
YEM037,31/01/2012,Lawder,Abyan,Drone strike,Confirmed,1,1,1,1,10,14,0,0,0,0,0,0,www.thebureauinvestigates.com/2012/05/08/yemen-reported-us-covert-action-2012/#YEM037,www.thebureauinvestigates.com/2012/05/08/yemen-reported-us-covert-action-2012/#
YEM038,31/01/2012,Unknown,Abyan,Airstrike,Confirmed,1,0,3,3,0,0,0,0,0,0,0,0,www.thebureauinvestigates.com/2012/05/08/yemen-reported-us-covert-action-2012/#YEM038,
YEM039,09/03/12,Unknown,Bayda,Drone strike,Confirmed,1,1,1,1,23,34,2,2,0,0,0,55,www.thebureauinvestigates.com/2012/05/08/yemen-reported-us-covert-action-2012/#YEM039,
YEM040,10/03/12,Jaar and Zinjibar,Abyan,Drone strike,Confirmed,1,1,2,2,24,24,0,0,0,0,0,0,www.thebureauinvestigates.com/2012/05/08/yemen-reported-us-covert-action-2012/#YEM040,
YEM041,11/03/12,Jebel KhanfarNear Jaar,Abyan,Drone strike,Confirmed,1,1,1,1,3,6,0,0,0,0,0,0,www.thebureauinvestigates.com/2012/05/08/yemen-reported-us-covert-action-2012/#YEM041,
YEM042,13/03/2012,Unknown,Bayda,Drone strike,Confirmed,1,1,1,7,4,5,0,0,0,0,0,0,www.thebureauinvestigates.com/2012/05/08/yemen-reported-us-covert-action-2012/#YEM042,
YEM043,18/03/2012,Zinjibar,Abyan,AirstrikePossible naval bombardmentPossible drone strike,Possible,1,1,1,2,14,18,0,0,0,0,0,0,www.thebureauinvestigates.com/2012/05/08/yemen-reported-us-covert-action-2012/#YEM043,
YEM044,18/03/2012,Jaar,Abyan,Airstrike,Possible,1,0,1,1,8,8,0,0,0,0,0,0,www.thebureauinvestigates.com/2012/05/08/yemen-reported-us-covert-action-2012/#YEM044,
YEM045,22/03/2012,Zinjibar,Abyan,Drone strikePossible naval bombardment,Confirmed,1,1,3,4,29,30,0,0,0,0,24,24,www.thebureauinvestigates.com/2012/05/08/yemen-reported-us-covert-action-2012/#YEM045,
YEM046,30/03/2012,Azzan,Shabwa,Drone strike,Confirmed,1,1,2,2,5,5,1,1,0,0,6,9,www.thebureauinvestigates.com/2012/05/08/yemen-reported-us-covert-action-2012/#YEM046,
YEM047,07/04/12,Unknown,Shabwa,Drone strike,Confirmed,1,1,1,1,0,8,0,0,0,0,0,0,www.thebureauinvestigates.com/2012/05/08/yemen-reported-us-covert-action-2012/#YEM047,
YEM048,08/04/12,Unknown,Abyan,Airstrike - joint Yemeni and USPossible drone strike,Possible,1,1,2,2,16,16,0,0,0,0,0,0,www.thebureauinvestigates.com/2012/05/08/yemen-reported-us-covert-action-2012/#YEM048,
YEM049,11/04/12,Lawder,Abyan,AirstrikePossible drone strike,Possible,1,1,1,1,10,14,0,0,0,0,10,10,www.thebureauinvestigates.com/2012/05/08/yemen-reported-us-covert-action-2012/#YEM049,
YEM050,14/04/2012,Al Zahir,Bayda,Drone strike,Confirmed,1,1,1,1,3,7,0,0,0,0,0,0,www.thebureauinvestigates.com/2012/05/08/yemen-reported-us-covert-action-2012/#YEM050,
YEM051,16/04/2012,Azzan,Shabwa,Drone strike,Confirmed,1,1,1,5,5,7,0,0,0,0,0,0,www.thebureauinvestigates.com/2012/05/08/yemen-reported-us-covert-action-2012/#YEM051,
YEM052,18/04/2012,Lawder and Jaar,Abyan,AirstrikePossible drone strike,Possible,1,1,1,3,6,10,0,0,0,0,0,0,www.thebureauinvestigates.com/2012/05/08/yemen-reported-us-covert-action-2012/#YEM052,
YEM053,21/04/2012,Lawder,Abyan,AirstrikePossible drone strike,Possible,1,1,2,2,12,17,0,0,0,0,0,5,www.thebureauinvestigates.com/2012/05/08/yemen-reported-us-covert-action-2012/#YEM053,
YEM054,22/04/2012,Sanda,Marib,Drone strike,Confirmed,1,1,1,1,4,4,0,0,0,0,0,0,www.thebureauinvestigates.com/2012/05/08/yemen-reported-us-covert-action-2012/#YEM054,
YEM055,23/04/2012,Nasab,Shabwa,AirstrikePossible drone strike,Confirmed,1,1,1,1,3,3,0,0,0,0,2,2,www.thebureauinvestigates.com/2012/05/08/yemen-reported-us-covert-action-2012/#YEM055,
YEM056,23/04/2012,Lawder,Abyan,AirstrikePossible drone strike,Possible,1,1,1,1,0,4,0,0,0,0,0,0,www.thebureauinvestigates.com/2012/05/08/yemen-reported-us-covert-action-2012/#YEM056,
YEM057,26/04/2012,Moudia,Abyan,AirstrikePossible drone strike,Possible,1,1,1,1,3,3,0,0,0,0,0,0,www.thebureauinvestigates.com/2012/05/08/yemen-reported-us-covert-action-2012/#YEM057,
YEM058,29/04/2012,Unknown,Jawf,AirstrikePossible drone strike,Possible,1,1,1,1,3,3,0,0,0,0,0,0,www.thebureauinvestigates.com/2012/05/08/yemen-reported-us-covert-action-2012/#YEM058,
YEM059,30/04/2012,Lawder,Abyan,AirstrikePossible drone strike,Possible,1,1,1,1,4,4,0,0,0,0,0,0,www.thebureauinvestigates.com/2012/05/08/yemen-reported-us-covert-action-2012/#YEM059,
YEM060,30/04/2012,Jaar,Abyan,AirstrikePossible drone strike,Possible,1,1,1,1,3,3,0,0,0,0,0,0,www.thebureauinvestigates.com/2012/05/08/yemen-reported-us-covert-action-2012/#YEM060,
YEM061,02/05/12,Zinjibar,Abyan,AirstrikePossible drone strike,Possible,1,1,1,1,10,15,0,0,0,0,0,0,www.thebureauinvestigates.com/2012/05/08/yemen-reported-us-covert-action-2012/#YEM061,
YEM062,06/05/12,Wadi Rafad,Shabwa,Drone strike,Confirmed,1,1,1,1,2,4,1,1,0,0,0,0,www.thebureauinvestigates.com/2012/05/08/yemen-reported-us-covert-action-2012/#YEM062,
YEM063,10/05/12,Jaar,Abyan,AirstrikePossible naval bombardmentPossible drone strike,Possible,1,1,2,2,5,12,0,0,0,0,0,0,www.thebureauinvestigates.com/2012/05/08/yemen-reported-us-covert-action-2012/#YEM063,
YEM064,10/05/12,Shaqra,Abyan,AirstrikePossible naval bombardmentPossible drone strike,Possible,1,1,1,1,2,4,0,0,0,0,0,0,www.thebureauinvestigates.com/2012/05/08/yemen-reported-us-covert-action-2012/#YEM064,
YEM065,12/05/12,Al Hosoon,Marib,Drone strike,Confirmed,1,1,1,1,6,7,0,0,0,0,0,0,www.thebureauinvestigates.com/2012/05/08/yemen-reported-us-covert-action-2012/#YEM065,
YEM066,12/05/12,Unknown,Between Marib and Shabwa,Drone strike,Confirmed,1,1,1,1,10,10,0,0,0,0,0,0,www.thebureauinvestigates.com/2012/05/08/yemen-reported-us-covert-action-2012/#YEM066,
YEM067,12/05/12,Al Ain,Shabwa/Hadramout,AirstrikePossible drone strike,Possible,1,1,1,1,6,10,0,0,0,0,0,0,www.thebureauinvestigates.com/2012/05/08/yemen-reported-us-covert-action-2012/#YEM067,
YEM068,14/05/2012,Shaqra,Abyan,AirstrikePossible drone strike,Possible,1,1,1,1,10,10,0,0,0,0,0,0,www.thebureauinvestigates.com/2012/05/08/yemen-reported-us-covert-action-2012/#YEM068,
YEM069,14/05/2012,Lawder,Abyan,AirstrikePossible drone strike,Possible,1,1,1,1,6,6,0,0,0,0,0,0,www.thebureauinvestigates.com/2012/05/08/yemen-reported-us-covert-action-2012/#YEM069,
YEM070,14/05/2012,Jaar,Abyan,Airstrike,Possible,1,0,1,1,0,0,0,0,0,0,2,2,www.thebureauinvestigates.com/2012/05/08/yemen-reported-us-covert-action-2012/#YEM070,
YEM071,15/05/2012,Jaar,Abyan,AirstrikePossible drone strike,Possible,1,1,2,4,14,42,14,26,0,0,20,21,www.thebureauinvestigates.com/2012/05/08/yemen-reported-us-covert-action-2012/#YEM071,
YEM072,16/05/2012,Moudia,Abyan,AirstrikePossible naval bombardmentPossible drone strike,Possible,1,1,1,2,16,16,0,0,0,0,5,14,www.thebureauinvestigates.com/2012/05/08/yemen-reported-us-covert-action-2012/#YEM072,
YEM073,17/05/2012,Shibam,Hadhramout,Drone strike,Confirmed,1,1,1,1,2,3,0,0,0,0,0,2,www.thebureauinvestigates.com/2012/05/08/yemen-reported-us-covert-action-2012/#YEM073,
YEM074,17/05/2012,Shaqra,Abyan,Airstrike,Possible,1,0,1,1,5,6,0,2,0,0,0,0,www.thebureauinvestigates.com/2012/05/08/yemen-reported-us-covert-action-2012/#YEM074,
YEM075,19/05/2012,Jaar,Abyan,Airstrike,Possible,1,0,1,1,3,5,0,0,0,0,0,0,www.thebureauinvestigates.com/2012/05/08/yemen-reported-us-covert-action-2012/#YEM075,
YEM076,19/05/2012,Unknown,Bayda,AirstrikePossible drone strike,Possible,1,1,1,1,2,2,0,0,0,0,0,0,www.thebureauinvestigates.com/2012/05/08/yemen-reported-us-covert-action-2012/#YEM076,
YEM077,20/05/2012,Jaar,Abyan,Airstrike,Possible,1,0,1,1,0,9,0,0,0,0,0,0,www.thebureauinvestigates.com/2012/05/08/yemen-reported-us-covert-action-2012/#YEM077,
YEM078,28/05/2012,Manaseh,Bayda,Drone strike,Confirmed,1,1,1,1,3,5,0,2,0,0,4,4,www.thebureauinvestigates.com/2012/05/08/yemen-reported-us-covert-action-2012/#YEM078,
YEM079,28/05/2012,Mukalla,Abyan,AirstrikePossible naval bombardmentPossible drone strike,Possible,1,1,1,1,5,5,0,0,0,0,0,0,www.thebureauinvestigates.com/2012/05/08/yemen-reported-us-covert-action-2012/#YEM079,
YEM080,01/06/12,Mahfed,Abyan,AirstrikePossible drone strike,Possible,1,1,1,1,11,12,0,0,0,0,0,0,www.thebureauinvestigates.com/2012/05/08/yemen-reported-us-covert-action-2012/#YEM080,
YEM081,07/06/12,Moudia,Abyan,Airstrike,Possible,1,0,1,1,2,2,0,0,0,0,7,7,www.thebureauinvestigates.com/2012/05/08/yemen-reported-us-covert-action-2012/#YEM081,
YEM082,07/06/12,Jaar,Abyan,AirstrikePossible drone strike,Possible,1,1,1,1,3,3,0,0,0,0,0,0,www.thebureauinvestigates.com/2012/05/08/yemen-reported-us-covert-action-2012/#YEM082,
YEM083,07/06/12,Jaar,Abyan,Airstrike,Possible,1,0,1,1,5,5,0,0,0,0,3,3,www.thebureauinvestigates.com/2012/05/08/yemen-reported-us-covert-action-2012/#YEM083,
YEM084,11/06/12,Azzan,Shabwa,Airstrike,Possible,1,0,1,1,16,16,0,0,0,0,0,0,www.thebureauinvestigates.com/2012/05/08/yemen-reported-us-covert-action-2012/#YEM084,
YEM085,13/06/2012,Jaar,Abyan,AirstrikePossible drone strike,Possible,1,1,1,4,10,18,0,0,0,0,1,1,www.thebureauinvestigates.com/2012/05/08/yemen-reported-us-covert-action-2012/#YEM085,
YEM086,13/06/2012,Azzan,Shabwa,Drone strike,Confirmed,1,1,1,1,9,9,0,0,0,0,0,0,www.thebureauinvestigates.com/2012/05/08/yemen-reported-us-covert-action-2012/#YEM086,
YEM087,15/06/2012,Azzan,Shabwa,Airstrike,Possible,1,0,1,1,5,5,0,0,0,0,2,2,www.thebureauinvestigates.com/2012/05/08/yemen-reported-us-covert-action-2012/#YEM087,
YEM088,15/06/2012,Shaqra,Abyan,AirstrikePossible drone strike,Possible,1,1,1,1,5,7,5,7,4,6,4,5,www.thebureauinvestigates.com/2012/05/08/yemen-reported-us-covert-action-2012/#YEM088,
YEM089,19/06/2012,Unknown,Shabwa,AirstrikePossible drone strike,Possible,1,1,1,1,3,3,0,0,0,0,0,0,www.thebureauinvestigates.com/2012/05/08/yemen-reported-us-covert-action-2012/#YEM089,
YEM090,20/06/2012,Mahfed,Abyan,AirstrikePossible drone strike,Possible,1,1,1,1,1,1,1,1,0,0,0,0,www.thebureauinvestigates.com/2012/05/08/yemen-reported-us-covert-action-2012/#YEM090,
YEM091,20/06/2012,Al Yafea,Bayda,Airstrike,Possible,1,0,6,6,5,30,0,0,0,0,6,6,www.thebureauinvestigates.com/2012/05/08/yemen-reported-us-covert-action-2012/#YEM091,
YEM092,25/06/2012,Mahfed,Abyan,Drone strike,Confirmed,1,1,1,1,3,3,0,0,0,0,0,0,www.thebureauinvestigates.com/2012/05/08/yemen-reported-us-covert-action-2012/#YEM092,
YEM093,03/07/12,Bayhan,Shabwa,Drone strike,Confirmed,1,1,1,1,2,5,0,0,0,0,2,2,www.thebureauinvestigates.com/2012/05/08/yemen-reported-us-covert-action-2012/#YEM093,
YEM094,04/07/12,Mahfed,Abyan,Airstrike,Possible,1,0,1,4,3,13,0,0,0,0,7,7,www.thebureauinvestigates.com/2012/05/08/yemen-reported-us-covert-action-2012/#YEM094,
YEM095,23/07/2012,Mahfed,Abyan,Airstrike,Possible,1,0,1,1,5,5,0,0,0,0,0,0,www.thebureauinvestigates.com/2012/05/08/yemen-reported-us-covert-action-2012/#YEM095,
YEM096,04/08/12,Al Qotn,Hadhramout,Drone strike,Confirmed,1,1,1,1,3,5,0,0,0,0,2,2,www.thebureauinvestigates.com/2012/05/08/yemen-reported-us-covert-action-2012/#YEM096,
YEM097,06/08/12,Radaa,Bayda,Drone strike,Confirmed,1,1,1,1,7,7,0,0,0,0,0,0,www.thebureauinvestigates.com/2012/05/08/yemen-reported-us-covert-action-2012/#YEM097,
YEM098,07/08/12,Al Qotn,Hadhramout,AirstrikePossible drone strike,Possible,1,1,1,1,2,3,0,0,0,0,2,2,www.thebureauinvestigates.com/2012/05/08/yemen-reported-us-covert-action-2012/#YEM098,
YEM099,28/08/2012,Qahb al-Hisan,Hadhramout,Drone strike,Confirmed,1,1,1,1,2,3,0,0,0,0,0,0,www.thebureauinvestigates.com/2012/05/08/yemen-reported-us-covert-action-2012/#YEM099,
YEM100,29/08/2012,Al Qotn,Hadhramout,Drone strike,Confirmed,1,1,1,1,5,5,2,2,0,0,0,0,www.thebureauinvestigates.com/2012/05/08/yemen-reported-us-covert-action-2012/#YEM100,
YEM101,31/08/2012,Hawda,Hadhramout,Drone strike,Confirmed,1,1,1,1,8,8,0,0,0,0,0,0,www.thebureauinvestigates.com/2012/05/08/yemen-reported-us-covert-action-2012/#YEM101,
YEM102,02/09/12,Radaa,Bayda,US airstrikePossible drone strike,Confirmed,1,0,1,1,12,12,12,12,3,3,4,11,www.thebureauinvestigates.com/2012/05/08/yemen-reported-us-covert-action-2012/#YEM102,
YEM103,05/09/12,Al Ain,Shabwa/Hadramout,Drone strike,Confirmed,1,1,1,1,4,6,1,4,0,0,3,3,www.thebureauinvestigates.com/2012/05/08/yemen-reported-us-covert-action-2012/#YEM103,
YEM104,10/09/12,Al Ain,Shabwa/Hadramout,Drone strike,Confirmed,1,1,1,2,6,15,0,0,0,0,3,3,www.thebureauinvestigates.com/2012/05/08/yemen-reported-us-covert-action-2012/#YEM104,
YEM105,20/09/2012,Mahfed,Abyan,AirstrikePossible drone strike,Possible,1,1,1,2,2,4,0,0,0,0,3,3,www.thebureauinvestigates.com/2012/05/08/yemen-reported-us-covert-action-2012/#YEM105,
YEM106,04/10/12,Al Saeed,Shabwa,Drone strike,Confirmed,1,1,1,2,3,6,0,0,0,0,2,4,www.thebureauinvestigates.com/2012/05/08/yemen-reported-us-covert-action-2012/#YEM106,
YEM107,18/10/2012,Jaar,Abyan,Drone strike,Confirmed,1,1,2,3,7,9,0,0,0,0,0,0,www.thebureauinvestigates.com/2012/05/08/yemen-reported-us-covert-action-2012/#YEM107,
YEM108,21/10/2012,Maarib,Marib,Drone strike,Confirmed,1,1,1,1,4,4,0,0,0,0,0,0,www.thebureauinvestigates.com/2012/05/08/yemen-reported-us-covert-action-2012/#YEM108,
YEM109,28/10/2012,Wadi al Abu Jabara,Saada,Drone strike,Confirmed,1,1,1,1,4,4,0,0,0,0,1,1,www.thebureauinvestigates.com/2012/05/08/yemen-reported-us-covert-action-2012/#YEM109,
YEM110,07/11/12,Beit al Ahan,Sanaa,Drone strike,Confirmed,1,1,1,1,2,2,0,0,0,0,2,3,www.thebureauinvestigates.com/2012/05/08/yemen-reported-us-covert-action-2012/#YEM110,
YEM111,24/12/2012,Manaseh,Bayda,AirstrikePossible drone strike,Possible,1,1,1,1,2,3,0,0,0,0,3,3,www.thebureauinvestigates.com/2012/05/08/yemen-reported-us-covert-action-2012/#YEM111,
YEM112,24/12/2012,Shehr,Hadhramout,AirstrikePossible drone strike,Possible,1,1,1,3,3,7,0,0,0,0,1,1,www.thebureauinvestigates.com/2012/05/08/yemen-reported-us-covert-action-2012/#YEM112,
YEM113,28/12/2012,Shehr,Hadhramout,AirstrikePossible drone strike,Possible,1,1,1,2,2,3,0,0,0,0,0,1,www.thebureauinvestigates.com/2012/05/08/yemen-reported-us-covert-action-2012/#YEM113,
YEM114,29/12/2012,Manaseh,Bayda,AirstrikePossible drone strike,Possible,1,1,1,1,3,4,0,0,0,0,0,2,www.thebureauinvestigates.com/2012/05/08/yemen-reported-us-covert-action-2012/#YEM114,
YEM115,01/01/13,Unknown,Shabwa,AirstrikePossible drone strike,Possible,1,1,1,1,1,1,0,0,0,0,0,0,www.thebureauinvestigates.com/2013/01/03/yemen-reported-us-covert-actions-2013/#YEM115,www.thebureauinvestigates.com/2013/01/03/yemen-reported-us-covert-actions-2013/#
YEM116,04/01/13,Radaa,Bayda,Drone strike,Confirmed,1,1,1,1,3,3,0,0,0,0,0,0,www.thebureauinvestigates.com/2013/01/03/yemen-reported-us-covert-actions-2013/#YEM116,
