Strike ID,Date,Village/local area,District,Province,Type of attack,Reportedly drone?,US confirmed?,US only source?,"Counter-terrorism, force protection or strategic effects?",Reported target group?,Time,Reported target type,Minimum strikes,Maximum strikes,Minimum total people killed,Maximum total people killed,Minimum civilians reported killed,Maximum civilians reported killed,Minimum children reported killed,Maximum children reported killed,Minimum reported injured,Maximum reported injured,Strike link,Timeline URL,Index
AFG1101,18/12/2018,Unknown,Unknown,Helmand,US strike,0,1,1,-,-,-,-,1,1,0,0,0,0,0,0,0,0,,,1072
AFG1102,18/12/2018,Unknown,Unknown,Nimroz,US strike,0,1,1,-,-,-,-,1,1,0,0,0,0,0,0,0,0,,,1073
AFG1103,18/12/2018,Unknown,Unknown,Uruzgan,US strike,0,1,1,-,-,-,-,1,1,0,0,0,0,0,0,0,0,,,1074
AFG1104,19/12/2018,Unknown,Unknown,Balkh,US strike,0,1,1,-,-,-,-,1,1,0,0,0,0,0,0,0,0,,,1075
AFG1105,19/12/2018,Unknown,Unknown,Helmand,US strike,0,1,1,-,-,-,-,1,1,0,0,0,0,0,0,0,0,,,1076
AFG1106,19/12/2018,Unknown,Unknown,Laghman,US strike,0,1,1,-,-,-,-,1,1,0,0,0,0,0,0,0,0,,,1077
AFG1107,19/12/2018,Unknown,Unknown,Nangarhar,US strike,0,1,1,-,-,-,-,1,1,0,0,0,0,0,0,0,0,,,1078
AFG1108,19/12/2018,Unknown,Unknown,Nimroz,US strike,0,1,1,-,-,-,-,2,2,0,0,0,0,0,0,0,0,,,1079
AFG1109,19/12/2018,Unknown,Unknown,Parwan,US strike,0,1,1,-,-,-,-,1,1,0,0,0,0,0,0,0,0,,,1080
AFG1110,19/12/2018,Unknown,Unknown,Uruzgan,US strike,0,1,1,-,-,-,-,1,1,0,0,0,0,0,0,0,0,,,1081
AFG1111,20/12/2018,Unknown,Unknown,Farah,US strike,0,1,1,-,-,-,-,1,1,0,0,0,0,0,0,0,0,,,1082
AFG1112,20/12/2018,Unknown,Unknown,Ghazni,US strike,0,1,1,-,-,-,-,4,4,0,0,0,0,0,0,0,0,,,1083
AFG1113,20/12/2018,Unknown,Unknown,Helmand,US strike,0,1,1,-,-,-,-,1,1,0,0,0,0,0,0,0,0,,,1084
AFG1114,20/12/2018,Unknown,Unknown,Paktika,US strike,0,1,1,-,-,-,-,1,1,0,0,0,0,0,0,0,0,,,1085
AFG1115,20/12/2018,Unknown,Unknown,Parwan,US strike,0,1,1,-,-,-,-,1,1,0,0,0,0,0,0,0,0,,,1086
AFG1116,20/12/2018,Unknown,Unknown,Nangarhar,US strike,0,1,1,-,-,-,-,3,3,0,0,0,0,0,0,0,0,,,1087
AFG1117,21/12/2018,Unknown,Unknown,Daykundi,US strike,0,1,1,-,-,-,-,1,1,0,0,0,0,0,0,0,0,,,1088
AFG1118,21/12/2018,Unknown,Unknown,Farah,US strike,0,1,1,-,-,-,-,2,2,0,0,0,0,0,0,0,0,,,1089
AFG1119,21/12/2018,Unknown,Unknown,Faryab,US strike,0,1,1,-,-,-,-,2,2,0,0,0,0,0,0,0,0,,,1090
AFG1120,21/12/2018,Unknown,Unknown,Ghazni,US strike,0,1,1,-,-,-,-,2,2,0,0,0,0,0,0,0,0,,,1091
AFG1121,21/12/2018,Unknown,Unknown,Helmand,US strike,0,1,1,-,-,-,-,1,1,0,0,0,0,0,0,0,0,,,1092
AFG1122,21/12/2018,Unknown,Unknown,Logar,US strike,0,1,1,-,-,-,-,1,1,0,0,0,0,0,0,0,0,,,1093
AFG1123,21/12/2018,Unknown,Unknown,Nangarhar,US strike,0,1,1,-,-,-,-,1,1,0,0,0,0,0,0,0,0,,,1094
AFG1124,22/12/2018,Unknown,Unknown,Farah,US strike,0,1,1,-,-,-,-,1,1,0,0,0,0,0,0,0,0,,,1095
AFG1125,22/12/2018,Unknown,Unknown,Helmand,US strike,0,1,1,-,-,-,-,4,4,0,0,0,0,0,0,0,0,,,1096
AFG1126,22/12/2018,Unknown,Unknown,Kandahar,US strike,0,1,1,-,-,-,-,5,5,0,0,0,0,0,0,0,0,,,1097
AFG1127,22/12/2018,Unknown,Unknown,Logar,US strike,0,1,1,-,-,-,-,1,1,0,0,0,0,0,0,0,0,,,1098
AFG1128,22/12/2018,Unknown,Unknown,Paktika,US strike,0,1,1,-,-,-,-,2,2,0,0,0,0,0,0,0,0,,,1099
AFG1129,23/12/2018,Unknown,Unknown,Nangarhar,US strike,0,1,1,-,-,-,-,2,2,2,3,0,0,0,0,0,0,,,1103
AFG1130,23/12/2018,Unknown,Unknown,Farah,US strike,0,1,1,-,-,-,-,2,2,0,0,0,0,0,0,0,0,,,1100
AFG1131,23/12/2018,Unknown,Unknown,Helmand,US strike,0,1,1,-,-,-,-,5,5,0,0,0,0,0,0,0,0,,,1101
AFG1132,23/12/2018,Unknown,Unknown,Kandahar,US strike,0,1,1,-,-,-,-,1,1,0,0,0,0,0,0,0,0,,,1102
AFG1133,24/12/2018,Unknown,Unknown,Helmand,US strike,0,1,1,-,-,-,-,4,4,0,0,0,0,0,0,0,0,,,1104
AFG1134,24/12/2018,Unknown,Unknown,Herat,US strike,0,1,1,-,-,-,-,1,1,0,0,0,0,0,0,0,0,,,1105
AFG1135,24/12/2018,Unknown,Unknown,Kabul,US strike,0,1,1,-,-,-,-,1,1,0,0,0,0,0,0,0,0,,,1106
AFG1136,24/12/2018,Unknown,Unknown,Logar,US strike,0,1,1,-,-,-,-,5,5,0,0,0,0,0,0,0,0,,,1107
AFG1137,24/12/2018,Unknown,Unknown,Nangarhar,US strike,0,1,1,-,-,-,-,2,2,0,0,0,0,0,0,0,0,,,1108
AFG1138,25/12/2018,Unknown,Unknown,Daykundi,US strike,0,1,1,-,-,-,-,2,2,0,0,0,0,0,0,0,0,,,1109
AFG1139,25/12/2018,Unknown,Unknown,Helmand,US strike,0,1,1,-,-,-,-,3,3,0,0,0,0,0,0,0,0,,,1110
AFG1140,25/12/2018,Unknown,Unknown,Logar,US strike,0,1,1,-,-,-,-,1,1,0,0,0,0,0,0,0,0,,,1111
AFG1141,25/12/2018,Unknown,Unknown,Nangarhar,US strike,0,1,1,-,-,-,-,1,1,0,0,0,0,0,0,0,0,,,1112
AFG1142,25/12/2018,Unknown,Unknown,Paktia,US strike,0,1,1,-,-,-,-,1,1,0,0,0,0,0,0,0,0,,,1113
AFG1143,25/12/2018,Unknown,Unknown,Parwan,US strike,0,1,1,-,-,-,-,1,1,0,0,0,0,0,0,0,0,,,1114
AFG1144,26/12/2018,Unknown,Unknown,Faryab,US strike,0,1,1,-,-,-,-,2,2,0,0,0,0,0,0,0,0,,,1115
AFG1145,26/12/2018,Unknown,Unknown,Helmand,US strike,0,1,1,-,-,-,-,2,2,0,0,0,0,0,0,0,0,,,1116
AFG1146,26/12/2018,Unknown,Unknown,Paktika,US strike,0,1,1,-,-,-,-,1,1,0,0,0,0,0,0,0,0,,,1117
AFG1147,26/12/2018,Unknown,Unknown,Parwan,US strike,0,1,1,-,-,-,-,1,1,0,0,0,0,0,0,0,0,,,1118
AFG1148,27/12/2018,Unknown,Unknown,Faryab,US strike,0,1,1,-,-,-,-,5,5,0,0,0,0,0,0,0,0,,,1119
AFG1149,27/12/2018,Unknown,Unknown,Helmand,US strike,0,1,1,-,-,-,-,3,3,0,0,0,0,0,0,0,0,,,1120
AFG1150,27/12/2018,Unknown,Unknown,Herat,US strike,0,1,1,-,-,-,-,2,2,0,0,0,0,0,0,0,0,,,1121
AFG1151,27/12/2018,Unknown,Unknown,Logar,US strike,0,1,1,-,-,-,-,1,1,0,0,0,0,0,0,0,0,,,1122
AFG1152,27/12/2018,Unknown,Unknown,Nangarhar,US strike,0,1,1,-,-,-,-,1,1,0,0,0,0,0,0,0,0,,,1123
AFG1153,27/12/2018,Unknown,Unknown,Paktika,US strike,0,1,1,-,-,-,-,2,2,0,0,0,0,0,0,0,0,,,1124
AFG1154,27/12/2018,Unknown,Unknown,Parwan,US strike,0,1,1,-,-,-,-,2,2,0,0,0,0,0,0,0,0,,,1125
AFG1155,28/12/2018,Unknown,Unknown,Faryab,US strike,0,1,1,-,-,-,-,4,4,0,0,0,0,0,0,0,0,,,1126
AFG1156,28/12/2018,Unknown,Unknown,Herat,US strike,0,1,1,-,-,-,-,1,1,0,0,0,0,0,0,0,0,,,1127
AFG1157,28/12/2018,Unknown,Unknown,Nangarhar,US strike,0,1,1,-,-,-,-,1,1,0,0,0,0,0,0,0,0,,,1128
AFG1158,28/12/2018,Unknown,Unknown,Parwan,US strike,0,1,1,-,-,-,-,1,1,0,0,0,0,0,0,0,0,,,1129
AFG1159,28/12/2018,Unknown,Unknown,Uruzgan,US strike,0,1,1,-,-,-,-,6,6,0,0,0,0,0,0,0,0,,,1130
AFG1160,29/12/2018,Unknown,Unknown,Farah,US strike,0,1,1,-,-,-,-,1,1,0,0,0,0,0,0,0,0,,,1131
AFG1161,29/12/2018,Unknown,Unknown,Faryab,US strike,0,1,1,-,-,-,-,1,1,0,0,0,0,0,0,0,0,,,1132
AFG1162,29/12/2018,Unknown,Unknown,Helmand,US strike,0,1,1,-,-,-,-,1,1,0,0,0,0,0,0,0,0,,,1133
AFG1163,29/12/2018,Unknown,Unknown,Herat,US strike,0,1,1,-,-,-,-,1,1,0,0,0,0,0,0,0,0,,,1134
AFG1164,29/12/2018,Unknown,Unknown,Nangarhar,US strike,0,1,1,-,-,-,-,4,4,0,0,0,0,0,0,0,0,,,1135
AFG1165,29/12/2018,Unknown,Unknown,Wardak,US strike,0,1,1,-,-,-,-,5,5,0,0,0,0,0,0,0,0,,,1136
AFG1166,30/12/2018,Unknown,Unknown,Helmand,US strike,0,1,1,-,-,-,-,8,8,0,0,0,0,0,0,0,0,,,1137
AFG1167,30/12/2018,Unknown,Unknown,Logar,US strike,0,1,1,-,-,-,-,1,1,0,0,0,0,0,0,0,0,,,1138
AFG1168,30/12/2018,Unknown,Unknown,Nangarhar,US strike,0,1,1,-,-,-,-,8,8,0,0,0,0,0,0,0,0,,,1139
AFG1169,30/12/2018,Unknown,Unknown,Paktika,US strike,0,1,1,-,-,-,-,1,1,0,0,0,0,0,0,0,0,,,1140
AFG1170,30/12/2018,Unknown,Unknown,Wardak,US strike,0,1,1,-,-,-,-,8,8,0,0,0,0,0,0,0,0,,,1141
AFG1171,31/12/2018,Unknown,Zurmat,Paktia,US strike,0,1,1,-,-,-,-,1,1,7,8,5,6,0,0,0,0,,,1144
AFG1172,31/12/2018,Unknown,Unknown,Nangarhar,US strike,0,1,1,-,-,-,-,3,3,0,0,0,0,0,0,0,0,,,1143
AFG1173,31/12/2018,Unknown,Unknown,Helmand,US strike,0,1,1,-,-,-,-,2,2,0,0,0,0,0,0,0,0,,,1142
AFG1174,01/01/19,Unknown,Unknown,Helmand,US strike,0,1,1,-,-,-,-,1,1,0,0,0,0,0,0,0,0,,,1143
AFG1175,01/01/19,Unknown,Unknown,Kandahar,US strike,0,1,1,-,-,-,-,2,2,0,0,0,0,0,0,0,0,,,1144
AFG1176,01/01/19,Unknown,Unknown,Parwan,US strike,0,1,1,-,-,-,-,2,2,0,0,0,0,0,0,0,0,,,1145
AFG1177,02/01/19,Unknown,Unknown,Faryab,US strike,0,1,1,-,-,-,-,1,1,0,0,0,0,0,0,0,0,,,1146
AFG1178,02/01/19,Unknown,Unknown,Herat,US strike,0,1,1,-,-,-,-,1,1,0,0,0,0,0,0,0,0,,,1147
AFG1179,02/01/19,Unknown,Unknown,Kandahar,US strike,0,1,1,-,-,-,-,1,1,0,0,0,0,0,0,0,0,,,1148
AFG1180,02/01/19,Unknown,Unknown,Kapisa,US strike,0,1,1,-,-,-,-,2,2,0,0,0,0,0,0,0,0,,,1149
AFG1181,02/01/19,Unknown,Unknown,Laghman,US strike,0,1,1,-,-,-,-,1,1,0,0,0,0,0,0,0,0,,,1150
AFG1182,02/01/19,Unknown,Unknown,Logar,US strike,0,1,1,-,-,-,-,2,2,0,0,0,0,0,0,0,0,,,1151
AFG1183,02/01/19,Unknown,Unknown,Nangarhar,US strike,0,1,1,-,-,-,-,2,2,0,0,0,0,0,0,0,0,,,1152
AFG1184,02/01/19,Unknown,Unknown,Paktika,US strike,0,1,1,-,-,-,-,1,1,0,0,0,0,0,0,0,0,,,1153
AFG1185,02/01/19,Unknown,Unknown,Parwan,US strike,0,1,1,-,-,-,-,1,1,0,0,0,0,0,0,0,0,,,1154
AFG1186,03/01/19,Unknown,Unknown,Faryab,US strike,0,1,1,-,-,-,-,3,3,0,0,0,0,0,0,0,0,,,1155
AFG1187,03/01/19,Unknown,Unknown,Helmand,US strike,0,1,1,-,-,-,-,2,2,0,0,0,0,0,0,0,0,,,1156
AFG1188,03/01/19,Unknown,Unknown,Kabul,US strike,0,1,1,-,-,-,-,2,2,0,0,0,0,0,0,0,0,,,1157
AFG1189,03/01/19,Unknown,Unknown,Kapisa,US strike,0,1,1,-,-,-,-,6,6,0,0,0,0,0,0,0,0,,,1158
AFG1190,03/01/19,Unknown,Unknown,Kunar,US strike,0,1,1,-,-,-,-,1,1,0,0,0,0,0,0,0,0,,,1159
AFG1191,03/01/19,Unknown,Unknown,Logar,US strike,0,1,1,-,-,-,-,1,1,0,0,0,0,0,0,0,0,,,1160
AFG1192,03/01/19,Unknown,Unknown,Nangarhar,US strike,0,1,1,-,-,-,-,1,1,0,0,0,0,0,0,0,0,,,1161
AFG1193,03/01/19,Unknown,Unknown,Parwan,US strike,0,1,1,-,-,-,-,1,1,0,0,0,0,0,0,0,0,,,1162
AFG1194,03/01/19,Unknown,Unknown,Uruzgan,US strike,0,1,1,-,-,-,-,10,10,0,0,0,0,0,0,0,0,,,1163
AFG1195,04/01/19,Unknown,Unknown,Helmand,US strike,0,1,1,-,-,-,-,4,4,0,0,0,0,0,0,0,0,,,1164
AFG1196,04/01/19,Unknown,Unknown,Kapisa,US strike,0,1,1,-,-,-,-,1,1,0,0,0,0,0,0,0,0,,,1165
AFG1197,04/01/19,Unknown,Unknown,Uruzgan,US strike,0,1,1,-,-,-,-,3,3,0,6,0,0,0,0,0,0,,,1166
AFG1198,05/01/19,Unknown,Unknown,Farah,US strike,0,1,1,-,-,-,-,1,1,0,0,0,0,0,0,0,0,,,1167
AFG1199,05/01/19,Unknown,Unknown,Faryab,US strike,0,1,1,-,-,-,-,1,1,0,0,0,0,0,0,0,0,,,1168
AFG1200,05/01/19,Unknown,Unknown,Helmand,US strike,0,1,1,-,-,-,-,2,2,0,0,0,0,0,0,0,0,,,1169
AFG1201,05/01/19,Unknown,Unknown,Kandahar,US strike,0,1,1,-,-,-,-,5,5,0,0,0,0,0,0,0,0,,,1170
AFG1202,06/01/19,Unknown,Unknown,Faryab,US strike,0,1,1,-,-,-,-,8,8,14,30,4,5,0,0,0,0,,,1171
AFG1203,06/01/19,Unknown,Unknown,Ghazni,US strike,0,1,1,-,-,-,-,1,1,0,0,0,0,0,0,0,0,,,1172
AFG1204,06/01/19,Unknown,Unknown,Helmand,US strike,0,1,1,-,-,-,-,5,5,0,0,0,0,0,0,0,0,,,1173
AFG1205,06/01/19,Unknown,Unknown,Kandahar,US strike,0,1,1,-,-,-,-,7,7,0,0,0,0,0,0,0,0,,,1174
AFG1206,06/01/19,Unknown,Unknown,Kunar,US strike,0,1,1,-,-,-,-,1,1,0,0,0,0,0,0,0,0,,,1175
AFG1207,06/01/19,Unknown,Unknown,Nangarhar,US strike,0,1,1,-,-,-,-,1,1,0,0,0,0,0,0,0,0,,,1176
AFG1208,06/01/19,Unknown,Unknown,Uruzgan,US strike,0,1,1,-,-,-,-,3,3,0,0,0,0,0,0,0,0,,,1177
AFG1209,06/01/19,Unknown,Unknown,Wardak,US strike,0,1,1,-,-,-,-,2,2,0,0,0,0,0,0,0,0,,,1178
AFG1210,07/01/19,Unknown,Unknown,Faryab,US strike,0,1,1,-,-,-,-,3,3,0,0,0,0,0,0,0,0,,,1179
AFG1211,07/01/19,Unknown,Unknown,Ghazni,US strike,0,1,1,-,-,-,-,2,2,0,0,0,0,0,0,0,0,,,1180
AFG1212,07/01/19,Unknown,Unknown,Helmand,US strike,0,1,1,-,-,-,-,3,3,0,4,0,0,0,0,0,0,,,1181
AFG1213,07/01/19,Unknown,Unknown,Uruzgan,US strike,0,1,1,-,-,-,-,2,2,0,2,0,0,0,0,0,0,,,1182
AFG1214,08/01/19,Unknown,Unknown,Helmand,US strike,0,1,1,-,-,-,-,5,5,0,0,0,0,0,0,0,0,,,1183
AFG1215,08/01/19,Unknown,Unknown,Nangarhar,US strike,0,1,1,-,-,-,-,1,1,0,0,0,0,0,0,0,0,,,1184
AFG1216,08/01/19,Unknown,Unknown,Uruzgan,US strike,0,1,1,-,-,-,-,3,3,0,0,0,0,0,0,0,0,,,1185
AFG1217,09/01/19,Unknown,Unknown,Balkh,US strike,0,1,1,-,-,-,-,1,1,0,0,0,0,0,0,0,0,,,1186
AFG1218,09/01/19,Unknown,Unknown,Nangarhar,US strike,0,1,1,-,-,-,-,5,5,0,0,0,0,0,0,0,0,,,1187
AFG1219,09/01/19,Unknown,Unknown,Paktika,US strike,0,1,1,-,-,-,-,1,1,0,0,0,0,0,0,0,0,,,1188
AFG1220,09/01/19,Unknown,Unknown,Uruzgan,US strike,0,1,1,-,-,-,-,3,3,0,0,0,0,0,0,0,0,,,1189
AFG1221,10/01/19,Unknown,Unknown,Helmand,US strike,0,1,1,-,-,-,-,2,2,0,0,0,0,0,0,0,0,,,1190
AFG1222,10/01/19,Unknown,Unknown,Uruzgan,US strike,0,1,1,-,-,-,-,2,2,0,0,0,0,0,0,0,0,,,1191
AFG1223,11/01/19,Unknown,Unknown,Farah,US strike,0,1,1,-,-,-,-,1,1,0,0,0,0,0,0,0,0,,,1192
AFG1224,11/01/19,Unknown,Unknown,Helmand,US strike,0,1,1,-,-,-,-,3,3,0,0,0,0,0,0,0,0,,,1193
AFG1225,11/01/19,Unknown,Unknown,Uruzgan,US strike,0,1,1,-,-,-,-,11,11,0,0,0,0,0,0,0,0,,,1194
AFG1226,12/01/19,Unknown,Unknown,Balkh,US strike,0,1,1,-,-,-,-,1,1,0,12,0,0,0,0,0,0,,,1195
AFG1227,12/01/19,Unknown,Unknown,Faryab,US strike,0,1,1,-,-,-,-,2,2,0,0,0,0,0,0,0,0,,,1196
AFG1228,12/01/19,Unknown,Unknown,Helmand,US strike,0,1,1,-,-,-,-,2,2,0,0,0,0,0,0,0,0,,,1197
AFG1229,12/01/19,Unknown,Unknown,Logar,US strike,0,1,1,-,-,-,-,1,1,0,0,0,0,0,0,0,0,,,1198
AFG1230,12/01/19,Unknown,Unknown,Nangarhar,US strike,0,1,1,-,-,-,-,1,1,0,0,0,0,0,0,0,0,,,1199
AFG1231,12/01/19,Unknown,Unknown,Uruzgan,US strike,0,1,1,-,-,-,-,1,1,0,0,0,0,0,0,0,0,,,1200
AFG1232,13/01/2019,Unknown,Unknown,Badghis,US strike,0,1,1,-,-,-,-,6,6,0,0,0,0,0,0,0,0,,,1201
AFG1233,13/01/2019,Unknown,Unknown,Baghlan,US strike,0,1,1,-,-,-,-,2,2,0,11,0,0,0,0,0,0,,,1202
AFG1234,13/01/2019,Unknown,Unknown,Helmand,US strike,0,1,1,-,-,-,-,3,3,0,0,0,0,0,0,0,0,,,1203
AFG1235,13/01/2019,Unknown,Unknown,Kandahar,US strike,0,1,1,-,-,-,-,3,3,0,0,0,0,0,0,0,0,,,1204
AFG1236,13/01/2019,Unknown,Unknown,Kunar,US strike,0,1,1,-,-,-,-,1,1,0,2,0,0,0,0,0,0,,,1205
AFG1237,13/01/2019,Unknown,Unknown,Logar,US strike,0,1,1,-,-,-,-,1,1,0,0,0,0,0,0,0,0,,,1206
AFG1238,13/01/2019,Unknown,Unknown,Nangarhar,US strike,0,1,1,-,-,-,-,2,2,0,0,0,0,0,0,0,0,,,1207
AFG1239,13/01/2019,Unknown,Unknown,Uruzgan,US strike,0,1,1,-,-,-,-,1,1,0,0,0,0,0,0,0,0,,,1208
AFG1240,13/01/2019,Unknown,Unknown,Wardak,US strike,0,1,1,-,-,-,-,1,1,0,0,0,0,0,0,0,0,,,1209
AFG1241,14/01/2019,Unknown,Unknown,Faryab,US strike,0,1,1,-,-,-,-,1,1,0,0,0,0,0,0,0,0,,,1210
AFG1242,14/01/2019,Unknown,Unknown,Helmand,US strike,0,1,1,-,-,-,-,5,5,0,0,0,0,0,0,0,0,,,1211
AFG1243,14/01/2019,Unknown,Unknown,Laghman,US strike,0,1,1,-,-,-,-,1,1,0,0,0,0,0,0,0,0,,,1212
AFG1244,14/01/2019,Unknown,Unknown,Zabul,US strike,0,1,1,-,-,-,-,1,1,0,0,0,0,0,0,0,0,,,1213
AFG1245,15/01/2019,Unknown,Unknown,Helmand,US strike,0,1,1,-,-,-,-,2,2,0,0,0,0,0,0,0,0,,,1214
AFG1246,15/01/2019,Unknown,Unknown,Kandahar,US strike,0,1,1,-,-,-,-,1,1,0,0,0,0,0,0,0,0,,,1215
AFG1247,15/01/2019,Unknown,Unknown,Logar,US strike,0,1,1,-,-,-,-,2,2,0,0,0,0,0,0,0,0,,,1216
AFG1248,15/01/2019,Unknown,Unknown,Nangarhar,US strike,0,1,1,-,-,-,-,1,1,0,0,0,0,0,0,0,0,,,1217
AFG1249,15/01/2019,Unknown,Unknown,Paktika,US strike,0,1,1,-,-,-,-,1,1,0,0,0,0,0,0,0,0,,,1218
AFG1250,15/01/2019,Unknown,Unknown,Uruzgan,US strike,0,1,1,-,-,-,-,2,2,0,0,0,0,0,0,0,0,,,1219
AFG1251,16/01/2019,Unknown,Unknown,Helmand,US strike,0,1,1,-,-,-,-,3,3,0,1,0,0,0,0,0,0,,,1220
AFG1252,16/01/2019,Unknown,Unknown,Kandahar,US strike,0,1,1,-,-,-,-,5,5,0,0,0,0,0,0,0,0,,,1221
AFG1253,16/01/2019,Unknown,Unknown,Kapisa,US strike,0,1,1,-,-,-,-,1,1,0,0,0,0,0,0,0,0,,,1222
AFG1254,16/01/2019,Unknown,Unknown,Khost,US strike,0,1,1,-,-,-,-,1,1,0,0,0,0,0,0,0,0,,,1223
AFG1255,16/01/2019,Unknown,Unknown,Nangarhar,US strike,0,1,1,-,-,-,-,3,3,0,0,0,0,0,0,0,0,,,1224
AFG1256,16/01/2019,Unknown,Unknown,Paktia,US strike,0,1,1,-,-,-,-,1,1,0,1,0,0,0,0,0,0,,,1225
AFG1257,16/01/2019,Unknown,Unknown,Uruzgan,US strike,0,1,1,-,-,-,-,3,3,0,6,0,0,0,0,0,0,,,1226
AFG1258,17/01/2019,Unknown,Unknown,Baghlan,US strike,0,1,1,-,-,-,-,2,2,0,0,0,0,0,0,0,0,,,1227
AFG1259,17/01/2019,Unknown,Unknown,Faryab,US strike,0,1,1,-,-,-,-,1,1,0,0,0,0,0,0,0,0,,,1228
AFG1260,17/01/2019,Unknown,Unknown,Kandahar,US strike,0,1,1,-,-,-,-,2,2,0,0,0,0,0,0,0,0,,,1229
AFG1261,17/01/2019,Unknown,Unknown,Kapisa,US strike,0,1,1,-,-,-,-,1,1,0,0,0,0,0,0,0,0,,,1230
AFG1262,17/01/2019,Unknown,Unknown,Nangarhar,US strike,0,1,1,-,-,-,-,3,3,0,0,0,0,0,0,0,0,,,1231
AFG1263,17/01/2019,Unknown,Unknown,Parwan,US strike,0,1,1,-,-,-,-,1,1,0,0,0,0,0,0,0,0,,,1232
AFG1264,17/01/2019,Unknown,Unknown,Uruzgan,US strike,0,1,1,-,-,-,-,1,1,0,0,0,0,0,0,0,0,,,1233
AFG1265,18/01/2019,Unknown,Unknown,Helmand,US strike,0,1,1,-,-,-,-,1,1,0,0,0,0,0,0,0,0,,,1234
AFG1266,19/01/2019,Unknown,Unknown,Helmand,US strike,0,1,1,-,-,-,-,1,1,0,0,0,0,0,0,0,0,,,1235
AFG1267,19/01/2019,Unknown,Unknown,Uruzgan,US strike,0,1,1,-,-,-,-,1,1,0,0,0,0,0,0,0,0,,,1236
AFG1268,20/01/2019,Unknown,Unknown,Helmand,US strike,0,1,1,-,-,-,-,9,9,0,0,0,0,0,0,0,0,,,1237
AFG1269,21/01/2019,Unknown,Unknown,Helmand,US strike,0,1,1,-,-,-,-,12,12,0,0,0,0,0,0,0,0,,,1238
AFG1270,21/01/2019,Unknown,Unknown,Kapisa,US strike,0,1,1,-,-,-,-,1,1,0,0,0,0,0,0,0,0,,,1239
AFG1271,21/01/2019,Unknown,Unknown,Khost,US strike,0,1,1,-,-,-,-,1,1,0,0,0,0,0,0,0,0,,,1240
AFG1272,21/01/2019,Unknown,Unknown,Nangarhar,US strike,0,1,1,-,-,-,-,1,1,0,0,0,0,0,0,0,0,,,1241
AFG1273,21/01/2019,Unknown,Unknown,Uruzgan,US strike,0,1,1,-,-,-,-,1,1,0,0,0,0,0,0,0,0,,,1242
AFG1274,22/01/2019,Unknown,Unknown,Farah,US strike,0,1,1,-,-,-,-,1,1,0,0,0,0,0,0,0,0,,,1243
AFG1275,22/01/2019,Unknown,Unknown,Helmand,US strike,0,1,1,-,-,-,-,3,3,0,0,0,0,0,0,0,0,,,1244
AFG1276,22/01/2019,Unknown,Unknown,Kandahar,US strike,0,1,1,-,-,-,-,2,2,0,0,0,0,0,0,0,0,,,1245
AFG1277,22/01/2019,Unknown,Unknown,Kunduz,US strike,0,1,1,-,-,-,-,1,1,0,0,0,0,0,0,0,0,,,1246
AFG1278,22/01/2019,Unknown,Unknown,Logar,US strike,0,1,1,-,-,-,-,1,1,0,0,0,0,0,0,0,0,,,1247
AFG1279,22/01/2019,Unknown,Unknown,Nangarhar,US strike,0,1,1,-,-,-,-,2,2,0,0,0,0,0,0,0,0,,,1248
AFG1280,22/01/2019,Unknown,Unknown,Uruzgan,US strike,0,1,1,-,-,-,-,10,10,0,0,0,0,0,0,0,0,,,1249
AFG1281,22/01/2019,Unknown,Unknown,Wardak,US strike,0,1,1,-,-,-,-,3,3,0,7,0,6,0,1,0,1,,,1250
AFG1282,23/01/2019,Unknown,Unknown,Faryab,US strike,0,1,1,-,-,-,-,8,8,0,0,0,0,0,0,0,0,,,1251
AFG1283,23/01/2019,Unknown,Unknown,Helmand,US strike,0,1,1,-,-,-,-,2,2,0,0,0,0,0,0,0,0,,,1252
AFG1284,23/01/2019,Unknown,Unknown,Kandahar,US strike,0,1,1,-,-,-,-,2,2,0,0,0,0,0,0,0,0,,,1253
AFG1285,23/01/2019,Unknown,Unknown,Khost,US strike,0,1,1,-,-,-,-,1,1,0,0,0,0,0,0,0,0,,,1254
AFG1286,23/01/2019,Unknown,Unknown,Logar,US strike,0,1,1,-,-,-,-,1,1,0,0,0,0,0,0,0,0,,,1255
AFG1287,23/01/2019,Unknown,Unknown,Paktia,US strike,0,1,1,-,-,-,-,1,1,0,0,0,0,0,0,0,0,,,1256
AFG1288,23/01/2019,Unknown,Unknown,Uruzgan,US strike,0,1,1,-,-,-,-,2,2,0,0,0,0,0,0,0,0,,,1257
AFG1289,23/01/2019,Unknown,Unknown,Wardak,US strike,0,1,1,-,-,-,-,1,1,0,0,0,0,0,0,0,0,,,1258
AFG1290,24/01/2019,Unknown,Unknown,Faryab,US strike,0,1,1,-,-,-,-,1,1,0,0,0,0,0,0,0,0,,,1259
AFG1291,24/01/2019,Unknown,Unknown,Helmand,US strike,0,1,1,-,-,-,House,7,7,15,15,15,15,10,10,0,0,,,1260
AFG1292,24/01/2019,Unknown,Unknown,Nangarhar,US strike,0,1,1,-,-,-,-,2,2,0,0,0,0,0,0,0,0,,,1261
AFG1293,24/01/2019,Unknown,Unknown,Wardak,US strike,0,1,1,-,-,-,-,2,2,0,0,0,0,0,0,0,0,,,1262
