Strike ID,Date,Location,Area,Minimum total people killed,Maximum total people killed,Minimum civilians reported killed,Maximum civilians reported killed,Minimum children reported killed,Maximum children reported killed,Minimum reported injured,Maximum reported injured,Strike link,,Index
B1,17/06/2004,Wana,South Waziristan,6,8,2,2,2,2,1,1,http://www.thebureauinvestigates.com/2011/08/10/the-bush-years-2004-2009/#B1,http://www.thebureauinvestigates.com/2011/08/10/the-bush-years-2004-2009/#,1
B2,08/05/05,Toorikhel,North Waziristan,2,2,0,0,0,0,0,0,http://www.thebureauinvestigates.com/2011/08/10/the-bush-years-2004-2009/#B2,,2
B3,05/11/05,Mosaki,North Waziristan,8,8,3,8,2,3,1,1,http://www.thebureauinvestigates.com/2011/08/10/the-bush-years-2004-2009/#B3,,3
B4,01/12/05,Haisori,North Waziristan,6,6,2,3,2,2,0,0,http://www.thebureauinvestigates.com/2011/08/10/the-bush-years-2004-2009/#B4,,4
B5,13/01/2006,Damadola,Bajaur Agency,13,22,10,18,5,6,0,0,http://www.thebureauinvestigates.com/2011/08/10/the-bush-years-2004-2009/#B5,,5
B6,30/10/2006,Chenegai,Bajaur Agency,81,83,80,82,68,70,3,3,http://www.thebureauinvestigates.com/2011/08/10/the-bush-years-2004-2009/#B6,,6
B7,16/01/2007,Zamazola,South Waziristan,8,8,8,8,1,1,0,0,http://www.thebureauinvestigates.com/2011/08/10/the-bush-years-2004-2009/#B7,,7
B8,27/04/2007,Saidgai,North Waziristan,3,4,3,4,0,0,3,9,http://www.thebureauinvestigates.com/2011/08/10/the-bush-years-2004-2009/#B8,,8
B9,19/06/2007,Mami Rogha,North Waziristan,20,34,0,34,0,0,10,15,http://www.thebureauinvestigates.com/2011/08/10/the-bush-years-2004-2009/#B9,,9
B10,02/11/07,Danda Darpakhel,North Waziristan,5,10,0,0,0,0,6,12,http://www.thebureauinvestigates.com/2011/08/10/the-bush-years-2004-2009/#B10,,10
B11,03/12/07,Jani Khel,Bannu Frontier Region,0,0,0,0,0,0,1,1,http://www.thebureauinvestigates.com/2011/08/10/the-bush-years-2004-2009/#B11,,11
B12,29/01/2008,Mir Ali,North Waziristan,12,15,4,6,2,3,1,2,http://www.thebureauinvestigates.com/2011/08/10/the-bush-years-2004-2009/#B12,,12
B13,28/02/2008,Azam Warsak,South Waziristan,10,13,0,0,0,0,6,16,http://www.thebureauinvestigates.com/2011/08/10/the-bush-years-2004-2009/#B13,,13
B14,16/03/2008,Dhook Pir Bagh,South Waziristan,18,20,0,4,0,0,5,9,http://www.thebureauinvestigates.com/2011/08/10/the-bush-years-2004-2009/#B14,,14
B15,14/05/2008,Damadola,Bajaur Agency,12,20,4,6,1,4,9,9,http://www.thebureauinvestigates.com/2011/08/10/the-bush-years-2004-2009/#B15,,15
B16,14/06/2008,Makeen,South Waziristan,1,1,0,1,0,0,0,0,http://www.thebureauinvestigates.com/2011/08/10/the-bush-years-2004-2009/#B16,,16
B17,28/07/2008,Zeralita,South Waziristan,7,12,1,5,0,2,3,3,http://www.thebureauinvestigates.com/2011/08/10/the-bush-years-2004-2009/#B17,,17
B18,12/08/08,Bhaggar,South Waziristan,12,25,0,5,0,0,0,4,http://www.thebureauinvestigates.com/2011/08/10/the-bush-years-2004-2009/#B18,,18
B19,20/08/2008,Zari Noor,South Waziristan,6,12,0,0,0,0,5,5,http://www.thebureauinvestigates.com/2011/08/10/the-bush-years-2004-2009/#B19,,19
B20,27/08/2008,Ganki Khel,South Waziristan,0,0,0,0,0,0,4,4,http://www.thebureauinvestigates.com/2011/08/10/the-bush-years-2004-2009/#B20,,20
B21,30/08/2008,Korzai,South Waziristan,4,5,0,0,0,0,4,4,http://www.thebureauinvestigates.com/2011/08/10/the-bush-years-2004-2009/#B21,,21
B22,30/08/2008,Miram Shah,North Waziristan,6,11,2,9,1,4,2,8,http://www.thebureauinvestigates.com/2011/08/10/the-bush-years-2004-2009/#B22,,22
B23,02/09/08,Unknown,North Waziristan,0,10,0,0,0,0,0,1,http://www.thebureauinvestigates.com/2011/08/10/the-bush-years-2004-2009/#B23,,23
B24,04/09/08,Mohammad Khel,North Waziristan,5,7,0,0,0,0,3,4,http://www.thebureauinvestigates.com/2011/08/10/the-bush-years-2004-2009/#B24,,24
B25,05/09/08,Gurwak,North Waziristan,5,12,5,7,3,4,0,0,http://www.thebureauinvestigates.com/2011/08/10/the-bush-years-2004-2009/#B25,,25
B26,08/09/08,Miram Shah,North Waziristan,17,23,11,20,5,8,14,25,http://www.thebureauinvestigates.com/2011/08/10/the-bush-years-2004-2009/#B26,,26
B27,12/09/08,Tol Khel,North Waziristan,12,15,3,5,2,2,14,14,http://www.thebureauinvestigates.com/2011/08/10/the-bush-years-2004-2009/#B27,,27
B28,17/09/2008,Baghar Cheena,South Waziristan,4,7,0,0,0,0,3,3,http://www.thebureauinvestigates.com/2011/08/10/the-bush-years-2004-2009/#B28,,28
B29,30/09/2008,Khushali,South Waziristan,4,8,0,0,0,0,5,9,http://www.thebureauinvestigates.com/2011/08/10/the-bush-years-2004-2009/#B29,,29
B30,03/10/08,Datta Khel,North Waziristan,3,3,3,3,1,1,5,5,http://www.thebureauinvestigates.com/2011/08/10/the-bush-years-2004-2009/#B30,,30
B31,03/10/08,Datta Khel,North Waziristan,17,21,7,14,3,3,0,0,http://www.thebureauinvestigates.com/2011/08/10/the-bush-years-2004-2009/#B31,,31
B32,09/10/08,Tati,North Waziristan,5,9,1,9,1,4,2,2,http://www.thebureauinvestigates.com/2011/08/10/the-bush-years-2004-2009/#B32,,32
B33,11/10/08,Miram Shah,North Waziristan,4,5,0,0,0,0,2,2,http://www.thebureauinvestigates.com/2011/08/10/the-bush-years-2004-2009/#B33,,33
B34,16/10/2008,Taparghai,South Waziristan,2,9,0,4,0,0,1,7,http://www.thebureauinvestigates.com/2011/08/10/the-bush-years-2004-2009/#B34,,34
B35,23/10/2008,Danda Darpakhel,North Waziristan,8,11,7,10,7,7,6,11,http://www.thebureauinvestigates.com/2011/08/10/the-bush-years-2004-2009/#B35,,35
B36,26/10/2008,Mandata,South Waziristan,18,20,0,4,0,3,2,2,http://www.thebureauinvestigates.com/2011/08/10/the-bush-years-2004-2009/#B36,,36
B37,31/10/2008,Asori,North Waziristan,4,25,1,20,0,0,0,0,http://www.thebureauinvestigates.com/2011/08/10/the-bush-years-2004-2009/#B37,,37
B38,31/10/2008,Kari Kot,South Waziristan,4,12,1,1,0,0,2,30,http://www.thebureauinvestigates.com/2011/08/10/the-bush-years-2004-2009/#B38,,38
B39,07/11/08,Kumsham,North Waziristan,11,16,6,11,0,0,17,17,http://www.thebureauinvestigates.com/2011/08/10/the-bush-years-2004-2009/#B39,,39
B40,14/11/2008,Garyom,North Waziristan,11,13,3,12,0,0,2,2,http://www.thebureauinvestigates.com/2011/08/10/the-bush-years-2004-2009/#B40,,40
B41,19/11/2008,Jani Khel,Bannu Frontier Region,3,6,0,3,0,0,7,7,http://www.thebureauinvestigates.com/2011/08/10/the-bush-years-2004-2009/#B41,,41
B42,22/11/2008,Ali Khel,North Waziristan,4,6,0,1,0,0,6,6,http://www.thebureauinvestigates.com/2011/08/10/the-bush-years-2004-2009/#B42,,42
B43,27/11/2008,Wana,South Waziristan,5,5,0,0,0,0,0,0,http://www.thebureauinvestigates.com/2011/08/10/the-bush-years-2004-2009/#B43,,43
B44,29/11/2008,Chashma,North Waziristan,2,3,0,3,0,0,2,3,http://www.thebureauinvestigates.com/2011/08/10/the-bush-years-2004-2009/#B44,,44
B45,05/12/08,Kateera,North Waziristan,3,4,0,0,0,0,2,2,http://www.thebureauinvestigates.com/2011/08/10/the-bush-years-2004-2009/#B45,,45
B46,11/12/08,Azam Warsak,South Waziristan,6,7,0,7,0,0,0,0,http://www.thebureauinvestigates.com/2011/08/10/the-bush-years-2004-2009/#B46,,46
B47,15/12/2008,Tapi Tool,North Waziristan,2,3,0,3,0,0,3,3,http://www.thebureauinvestigates.com/2011/08/10/the-bush-years-2004-2009/#B47,,47
B48,22/12/2008,Kari Kot,South Waziristan,3,3,0,0,0,0,5,5,http://www.thebureauinvestigates.com/2011/08/10/the-bush-years-2004-2009/#B48,,48
B49,22/12/2008,Shin Warsak,South Waziristan,2,4,0,0,0,0,4,4,http://www.thebureauinvestigates.com/2011/08/10/the-bush-years-2004-2009/#B49,,49
B50,01/01/09,Kari Kot,South Waziristan,3,5,0,0,0,0,1,2,http://www.thebureauinvestigates.com/2011/08/10/the-bush-years-2004-2009/#B50,,50
B51,02/01/09,Madin Village,South Waziristan,3,4,0,0,0,0,3,5,http://www.thebureauinvestigates.com/2011/08/10/the-bush-years-2004-2009/#B51,,51
Ob1,23/01/2009,Zharki,North Waziristan,7,15,9,11,1,1,1,1,http://www.thebureauinvestigates.com/2011/08/10/obama-2009-strikes/#Ob1,http://www.thebureauinvestigates.com/2011/08/10/obama-2009-strikes/#,52
Ob2,23/01/2009,Ganki Khel,South Waziristan,5,10,5,10,3,4,2,2,http://www.thebureauinvestigates.com/2011/08/10/obama-2009-strikes/#Ob2,,53
Ob3,14/02/2009,Narsi Khel,South Waziristan,25,35,1,9,1,1,11,15,http://www.thebureauinvestigates.com/2011/08/10/obama-2009-strikes/#Ob3,,54
Ob4,16/02/2009,Sur Pul,Kurram Agency,18,31,0,0,0,0,3,7,http://www.thebureauinvestigates.com/2011/08/10/obama-2009-strikes/#Ob4,,55
Ob5,01/03/09,Sararogha,South Waziristan,3,12,0,0,0,0,1,3,http://www.thebureauinvestigates.com/2011/08/10/obama-2009-strikes/#Ob5,,56
Ob6,12/03/09,Barjo,Kurram Agency,14,26,0,0,0,0,9,50,http://www.thebureauinvestigates.com/2011/08/10/obama-2009-strikes/#Ob6,,57
Ob7,15/03/2009,Jani Khel,Bannu Frontier Region,2,6,0,0,0,0,3,3,http://www.thebureauinvestigates.com/2011/08/10/obama-2009-strikes/#Ob7,,58
Ob8,25/03/2009,Makeen,South Waziristan,6,8,0,0,0,0,5,5,http://www.thebureauinvestigates.com/2011/08/10/obama-2009-strikes/#Ob8,,59
Ob9,26/03/2009,Sokhel,North Waziristan,4,5,0,5,0,0,5,5,http://www.thebureauinvestigates.com/2011/08/10/obama-2009-strikes/#Ob9,,60
Ob10,01/04/09,Khadezai,Orakzai Agency,10,14,5,5,3,3,4,16,http://www.thebureauinvestigates.com/2011/08/10/obama-2009-strikes/#Ob10,,61
Ob11,04/04/09,Datta Khel,North Waziristan,13,15,8,13,3,5,1,1,http://www.thebureauinvestigates.com/2011/08/10/obama-2009-strikes/#Ob11,,62
Ob12,08/04/09,Ganki Khel,South Waziristan,3,4,0,0,0,0,2,5,http://www.thebureauinvestigates.com/2011/08/10/obama-2009-strikes/#Ob12,,63
Ob13,19/04/2009,Ganki Khel,South Waziristan,0,8,0,8,0,0,3,5,http://www.thebureauinvestigates.com/2011/08/10/obama-2009-strikes/#Ob13,,64
Ob14,29/04/2009,Kaniguram,South Waziristan,1,10,0,4,0,0,4,4,http://www.thebureauinvestigates.com/2011/08/10/obama-2009-strikes/#Ob14,,65
Ob15,09/05/09,Tabbi Langhar Khel,South Waziristan,6,25,0,4,0,0,7,10,http://www.thebureauinvestigates.com/2011/08/10/obama-2009-strikes/#Ob15,,66
Ob16,12/05/09,Sara Khwara,South Waziristan,5,9,0,0,0,0,4,4,http://www.thebureauinvestigates.com/2011/08/10/obama-2009-strikes/#Ob16,,67
Ob17,16/05/2009,Khesoor,North Waziristan,25,40,9,9,0,0,2,2,http://www.thebureauinvestigates.com/2011/08/10/obama-2009-strikes/#Ob17,,68
Ob18,14/06/2009,Marda Algad,South Waziristan,3,5,0,3,0,0,0,0,http://www.thebureauinvestigates.com/2011/08/10/obama-2009-strikes/#Ob18,,69
Ob19,18/06/2009,Wana,South Waziristan,12,18,4,4,0,0,10,10,http://www.thebureauinvestigates.com/2011/08/10/obama-2009-strikes/#Ob19,,70
Ob20,23/06/2009,Makeen,South Waziristan,5,6,0,0,0,0,7,7,http://www.thebureauinvestigates.com/2011/08/10/obama-2009-strikes/#Ob20,,71
Ob21,23/06/2009,Makeen,South Waziristan,60,83,18,50,10,10,27,27,http://www.thebureauinvestigates.com/2011/08/10/obama-2009-strikes/#Ob21,,72
Ob22,03/07/09,Mantoi,South Waziristan,0,5,0,5,0,0,0,0,http://www.thebureauinvestigates.com/2011/08/10/obama-2009-strikes/#Ob22,,73
Ob23,03/07/09,Zamarai Nairai,South Waziristan,10,17,0,0,0,0,27,35,http://www.thebureauinvestigates.com/2011/08/10/obama-2009-strikes/#Ob23,,74
Ob24,07/07/09,Makeen,South Waziristan,14,18,0,0,0,0,10,10,http://www.thebureauinvestigates.com/2011/08/10/obama-2009-strikes/#Ob24,,75
Ob25,08/07/09,Ladha,South Waziristan,8,10,0,0,0,0,5,12,http://www.thebureauinvestigates.com/2011/08/10/obama-2009-strikes/#Ob25,,76
Ob26,08/07/09,Ladha,South Waziristan,35,40,0,0,0,0,1,1,http://www.thebureauinvestigates.com/2011/08/10/obama-2009-strikes/#Ob26,,77
Ob27,10/07/09,Painda Khel,South Waziristan,3,5,0,0,0,0,3,3,http://www.thebureauinvestigates.com/2011/08/10/obama-2009-strikes/#Ob27,,78
Ob28,17/07/2009,Gariwam,North Waziristan,5,6,0,0,0,0,4,6,http://www.thebureauinvestigates.com/2011/08/10/obama-2009-strikes/#Ob28,,79
Ob29,05/08/09,Ladha,South Waziristan,1,12,1,4,0,0,5,5,http://www.thebureauinvestigates.com/2011/08/10/obama-2009-strikes/#Ob29,,80
Ob30,11/08/09,Ladha,South Waziristan,12,25,0,6,4,4,5,7,http://www.thebureauinvestigates.com/2011/08/10/obama-2009-strikes/#Ob30,,81
Ob31,21/08/2009,Danda Darpakhel,North Waziristan,17,21,9,13,6,6,2,2,http://www.thebureauinvestigates.com/2011/08/10/obama-2009-strikes/#Ob31,,82
Ob32,27/08/2009,Taparghai,South Waziristan,8,10,0,0,0,0,6,9,http://www.thebureauinvestigates.com/2011/08/10/obama-2009-strikes/#Ob32,,83
Ob33,07/09/09,Machi Khel,North Waziristan,5,8,3,3,0,0,2,7,http://www.thebureauinvestigates.com/2011/08/10/obama-2009-strikes/#Ob33,,84
Ob34,08/09/09,Darga Mandi,North Waziristan,10,15,5,5,3,3,4,5,http://www.thebureauinvestigates.com/2011/08/10/obama-2009-strikes/#Ob34,,85
Ob35,14/09/2009,Toorikhel,North Waziristan,5,5,0,0,0,0,2,3,http://www.thebureauinvestigates.com/2011/08/10/obama-2009-strikes/#Ob35,,86
Ob36,24/09/2009,Mir Ali,North Waziristan,10,12,0,12,0,0,5,5,http://www.thebureauinvestigates.com/2011/08/10/obama-2009-strikes/#Ob36,,87
Ob37,29/09/2009,Sararogha,South Waziristan,5,6,0,0,0,0,2,6,http://www.thebureauinvestigates.com/2011/08/10/obama-2009-strikes/#Ob37,,88
Ob38,29/09/2009,Danda Darpakhel,North Waziristan,4,9,0,4,0,0,2,6,http://www.thebureauinvestigates.com/2011/08/10/obama-2009-strikes/#Ob38,,89
Ob39,30/09/2009,Norak,North Waziristan,6,9,0,0,0,0,2,5,http://www.thebureauinvestigates.com/2011/08/10/obama-2009-strikes/#Ob39,,90
Ob40,15/10/2009,Danda Darpakhel,North Waziristan,3,4,0,0,0,0,7,7,http://www.thebureauinvestigates.com/2011/08/10/obama-2009-strikes/#Ob40,,91
Ob41,21/10/2009,Spalaga,North Waziristan,3,3,0,0,0,0,8,8,http://www.thebureauinvestigates.com/2011/08/10/obama-2009-strikes/#Ob41,,92
Ob42,24/10/2009,Damadola,Bajaur Agency,20,30,0,0,0,0,8,8,http://www.thebureauinvestigates.com/2011/08/10/obama-2009-strikes/#Ob42,,93
Ob43,05/11/09,Norak,North Waziristan,4,6,0,0,0,0,8,8,http://www.thebureauinvestigates.com/2011/08/10/obama-2009-strikes/#Ob43,,94
Ob44,18/11/2009,Shanakorah,North Waziristan,3,6,0,0,0,0,2,15,http://www.thebureauinvestigates.com/2011/08/10/obama-2009-strikes/#Ob44,,95
Ob45,20/11/2009,Machi Khel,North Waziristan,3,14,3,3,1,1,2,12,http://www.thebureauinvestigates.com/2011/08/10/obama-2009-strikes/#Ob45,,96
Ob46,08/12/09,Spalaga,North Waziristan,3,4,0,0,0,0,3,3,http://www.thebureauinvestigates.com/2011/08/10/obama-2009-strikes/#Ob46,,97
Ob47,10/12/09,Ladha,South Waziristan,6,6,0,0,0,0,8,8,http://www.thebureauinvestigates.com/2011/08/10/obama-2009-strikes/#Ob47,,98
Ob48,17/12/2009,Datta Khel,North Waziristan,2,2,0,0,0,0,0,0,http://www.thebureauinvestigates.com/2011/08/10/obama-2009-strikes/#Ob48,,99
Ob49,17/12/2009,Ambar Shaga,North Waziristan,12,16,6,6,0,0,0,0,http://www.thebureauinvestigates.com/2011/08/10/obama-2009-strikes/#Ob49,,100
Ob50,18/12/2009,Babrak Ziarat,North Waziristan,5,8,5,5,0,0,4,5,http://www.thebureauinvestigates.com/2011/08/10/obama-2009-strikes/#Ob50,,101
Ob51,26/12/2009,Saidgai,North Waziristan,13,20,6,6,0,0,12,12,http://www.thebureauinvestigates.com/2011/08/10/obama-2009-strikes/#Ob51,,102
Ob52,31/12/2009,Machi Khel,North Waziristan,3,7,3,3,1,1,2,2,http://www.thebureauinvestigates.com/2011/08/10/obama-2009-strikes/#Ob52,,103
Ob53,01/01/10,Ghundikala,North Waziristan,2,3,0,0,0,0,3,4,http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/#Ob53,http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/#,104
Ob54,03/01/10,Mosaki,North Waziristan,5,5,1,2,1,1,2,2,http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/#Ob54,,105
Ob55,06/01/10,Sanzali,North Waziristan,5,7,0,6,0,0,5,5,http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/#Ob55,,106
Ob56,06/01/10,Sanzali,North Waziristan,5,9,5,5,0,0,3,3,http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/#Ob56,,107
Ob57,08/01/10,Tappi,North Waziristan,5,6,5,5,1,1,3,3,http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/#Ob57,,108
Ob58,09/01/10,Ismail Khel,North Waziristan,4,5,0,0,0,0,5,5,http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/#Ob58,,109
Ob59,09/01/10,Shaktoi,North Waziristan,15,18,0,0,0,0,7,14,http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/#Ob59,,110
Ob60,15/01/2010,Zanani,North Waziristan,5,10,0,0,0,0,3,3,http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/#Ob60,,111
Ob61,15/01/2010,Shaktoi,North Waziristan,6,10,0,0,0,0,0,0,http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/#Ob61,,112
Ob62,17/01/2010,Shaktoi,North Waziristan,14,20,0,0,0,0,4,4,http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/#Ob62,,113
Ob63,19/01/2010,Deegan,North Waziristan,5,9,0,0,0,0,4,4,http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/#Ob63,,114
Ob64,29/01/2010,Mohammad Khel,North Waziristan,2,15,0,0,0,0,4,4,http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/#Ob64,,115
Ob65,02/02/10,Toor Narai,North Waziristan,23,24,0,0,0,0,0,0,http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/#Ob65,,116
Ob66,02/02/10,Deegan,North Waziristan,0,0,0,0,0,0,0,0,http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/#Ob66,,117
Ob67,02/02/10,Mohammad Khel,North Waziristan,0,0,0,0,0,0,0,0,http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/#Ob67,,118
Ob68,02/02/10,Pai Khel,North Waziristan,9,9,5,5,0,0,0,0,http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/#Ob68,,119
Ob69,14/02/2010,Mir Ali,North Waziristan,5,7,0,0,0,0,4,4,http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/#Ob69,,120
Ob70,15/02/2010,Tappi,North Waziristan,4,5,0,0,0,0,0,0,http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/#Ob70,,121
Ob71,17/02/2010,Tabbi,North Waziristan,4,4,0,0,0,0,2,3,http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/#Ob71,,122
Ob72,18/02/2010,Danda Darpakhel,North Waziristan,3,5,0,0,0,0,4,4,http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/#Ob72,,123
Ob73,24/02/2010,Darga Mandi,North Waziristan,5,13,5,6,1,1,6,6,http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/#Ob73,,124
Ob74,08/03/10,Miram Shah,North Waziristan,9,9,0,0,0,0,2,2,http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/#Ob74,,125
Ob75,10/03/10,Mizar Madakhel,North Waziristan,7,8,0,0,0,0,12,12,http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/#Ob75,,126
